cwe_id,year,cve_count,pct_of_year,yoy_growth_pct
CWE-310,2007,17,0.26,183.3
CWE-310,2008,34,0.6,100.0
CWE-310,2009,78,1.35,129.4
CWE-310,2010,66,1.41,-15.4
CWE-310,2011,58,1.39,-12.1
CWE-310,2012,92,1.72,58.6
CWE-310,2013,123,2.31,33.7
CWE-310,2014,1578,19.71,1182.9
CWE-310,2015,79,1.2,-95.0
CWE-310,2016,43,0.66,-45.6
CWE-310,2017,24,0.13,-44.2
CWE-310,2018,170,0.94,608.3
CWE-310,2019,13,0.07,-92.4
CWE-310,2025,15,0.03,15.4
CWE-310,2026,19,0.03,26.7
CWE-311,2007,1,0.02,
CWE-311,2017,17,0.09,1600.0
CWE-311,2018,26,0.14,52.9
CWE-311,2019,77,0.41,196.2
CWE-311,2020,27,0.14,-64.9
CWE-311,2021,14,0.06,-48.1
CWE-311,2022,38,0.14,171.4
CWE-311,2023,46,0.15,21.1
CWE-311,2024,24,0.06,-47.8
CWE-311,2025,37,0.07,54.2
CWE-311,2026,15,0.02,-59.5
CWE-312,2001,3,0.18,
CWE-312,2002,2,0.09,-33.3
CWE-312,2004,1,0.04,-50.0
CWE-312,2005,3,0.06,200.0
CWE-312,2007,1,0.02,-66.7
CWE-312,2008,2,0.04,100.0
CWE-312,2009,7,0.12,250.0
CWE-312,2010,1,0.02,-85.7
CWE-312,2011,1,0.02,0.0
CWE-312,2015,1,0.02,0.0
CWE-312,2016,1,0.02,0.0
CWE-312,2017,5,0.03,400.0
CWE-312,2018,17,0.09,240.0
CWE-312,2019,58,0.31,241.2
CWE-312,2020,73,0.38,25.9
CWE-312,2021,121,0.55,65.8
CWE-312,2022,81,0.31,-33.1
CWE-312,2023,120,0.39,48.1
CWE-312,2024,96,0.24,-20.0
CWE-312,2025,103,0.21,7.3
CWE-312,2026,98,0.15,-4.9
CWE-313,2023,1,0.0,
CWE-313,2024,2,0.0,100.0
CWE-313,2025,1,0.0,-50.0
CWE-313,2026,5,0.01,400.0
CWE-315,2021,1,0.0,
CWE-315,2024,1,0.0,0.0
CWE-315,2026,1,0.0,0.0
CWE-316,2023,1,0.0,
CWE-316,2024,6,0.01,500.0
CWE-316,2025,10,0.02,66.7
CWE-316,2026,5,0.01,-50.0
CWE-317,2024,2,0.0,
CWE-317,2026,2,0.0,0.0
CWE-319,2002,1,0.05,
CWE-319,2004,1,0.04,0.0
CWE-319,2005,2,0.04,100.0
CWE-319,2007,2,0.03,0.0
CWE-319,2008,4,0.07,100.0
CWE-319,2012,1,0.02,-75.0
CWE-319,2017,27,0.15,2600.0
CWE-319,2018,42,0.23,55.6
CWE-319,2019,97,0.51,131.0
CWE-319,2020,103,0.54,6.2
CWE-319,2021,84,0.38,-18.4
CWE-319,2022,87,0.33,3.6
CWE-319,2023,98,0.32,12.6
CWE-319,2024,84,0.21,-14.3
CWE-319,2025,103,0.21,22.6
CWE-319,2026,112,0.17,8.7
CWE-32,2024,1,0.0,
CWE-320,2016,1,0.02,
CWE-320,2017,10,0.06,900.0
CWE-320,2018,14,0.08,40.0
CWE-320,2019,8,0.04,-42.9
CWE-320,2025,14,0.03,75.0
CWE-320,2026,28,0.04,100.0
CWE-321,2020,2,0.01,
CWE-321,2021,3,0.01,50.0
CWE-321,2022,2,0.01,-33.3
CWE-321,2023,8,0.03,300.0
CWE-321,2024,28,0.07,250.0
CWE-321,2025,64,0.13,128.6
CWE-321,2026,83,0.13,29.7
CWE-322,2024,2,0.0,
CWE-322,2025,2,0.0,0.0
CWE-322,2026,7,0.01,250.0
CWE-323,2023,1,0.0,
CWE-323,2024,5,0.01,400.0
CWE-323,2025,4,0.01,-20.0
CWE-323,2026,17,0.03,325.0
CWE-324,2022,1,0.0,
CWE-324,2024,3,0.01,200.0
CWE-324,2025,5,0.01,66.7
CWE-324,2026,4,0.01,-20.0
CWE-325,2023,2,0.01,
CWE-325,2024,1,0.0,-50.0
CWE-325,2025,7,0.01,600.0
CWE-325,2026,20,0.03,185.7
CWE-326,2001,1,0.06,
CWE-326,2002,7,0.32,600.0
CWE-326,2004,1,0.04,-85.7
CWE-326,2005,2,0.04,100.0
CWE-326,2009,1,0.02,-50.0
CWE-326,2011,1,0.02,0.0
CWE-326,2013,3,0.06,200.0
CWE-326,2014,2,0.02,-33.3
CWE-326,2016,4,0.06,100.0
CWE-326,2017,41,0.23,925.0
CWE-326,2018,40,0.22,-2.4
CWE-326,2019,36,0.19,-10.0
CWE-326,2020,38,0.2,5.6
CWE-326,2021,40,0.18,5.3
CWE-326,2022,40,0.15,0.0
CWE-326,2023,56,0.18,40.0
CWE-326,2024,45,0.11,-19.6
CWE-326,2025,33,0.07,-26.7
CWE-326,2026,31,0.05,-6.1
CWE-327,1998,1,0.4,
CWE-327,2002,1,0.05,0.0
CWE-327,2005,2,0.04,100.0
CWE-327,2007,3,0.05,50.0
CWE-327,2008,2,0.04,-33.3
CWE-327,2009,1,0.02,-50.0
CWE-327,2013,1,0.02,0.0
CWE-327,2015,3,0.05,200.0
CWE-327,2016,1,0.02,-66.7
CWE-327,2017,27,0.15,2600.0
CWE-327,2018,32,0.18,18.5
CWE-327,2019,49,0.26,53.1
CWE-327,2020,81,0.42,65.3
CWE-327,2021,76,0.35,-6.2
CWE-327,2022,56,0.21,-26.3
CWE-327,2023,56,0.18,0.0
CWE-327,2024,70,0.17,25.0
CWE-327,2025,82,0.16,17.1
CWE-327,2026,97,0.15,18.3
CWE-328,2023,1,0.0,
CWE-328,2024,5,0.01,400.0
CWE-328,2025,17,0.03,240.0
CWE-328,2026,16,0.02,-5.9
CWE-329,2025,2,0.0,
CWE-329,2026,3,0.0,50.0
CWE-330,2008,8,0.14,
CWE-330,2009,2,0.03,-75.0
CWE-330,2013,1,0.02,-50.0
CWE-330,2015,1,0.02,0.0
CWE-330,2016,1,0.02,0.0
CWE-330,2017,22,0.12,2100.0
CWE-330,2018,15,0.08,-31.8
CWE-330,2019,35,0.18,133.3
CWE-330,2020,48,0.25,37.1
CWE-330,2021,46,0.21,-4.2
CWE-330,2022,55,0.21,19.6
CWE-330,2023,39,0.13,-29.1
CWE-330,2024,21,0.05,-46.2
CWE-330,2025,19,0.04,-9.5
CWE-330,2026,42,0.06,121.1
CWE-331,2001,1,0.06,
CWE-331,2008,2,0.04,100.0
CWE-331,2016,1,0.02,-50.0
CWE-331,2017,7,0.04,600.0
CWE-331,2018,5,0.03,-28.6
CWE-331,2019,8,0.04,60.0
CWE-331,2020,9,0.05,12.5
CWE-331,2021,9,0.04,0.0
CWE-331,2022,11,0.04,22.2
CWE-331,2023,10,0.03,-9.1
CWE-331,2024,14,0.03,40.0
CWE-331,2025,18,0.04,28.6
CWE-331,2026,29,0.04,61.1
CWE-332,2014,1,0.01,
CWE-332,2016,1,0.02,0.0
CWE-332,2017,2,0.01,100.0
CWE-332,2018,1,0.01,-50.0
CWE-332,2019,3,0.02,200.0
CWE-332,2026,1,0.0,-66.7
CWE-333,2025,1,0.0,
CWE-334,2020,1,0.01,
CWE-334,2024,2,0.0,100.0
CWE-334,2025,1,0.0,-50.0
CWE-334,2026,1,0.0,0.0
CWE-335,2017,3,0.02,
CWE-335,2018,2,0.01,-33.3
CWE-335,2019,4,0.02,100.0
CWE-335,2020,2,0.01,-50.0
CWE-335,2021,4,0.02,100.0
CWE-335,2022,8,0.03,100.0
CWE-335,2023,2,0.01,-75.0
CWE-335,2024,6,0.01,200.0
CWE-335,2025,3,0.01,-50.0
CWE-335,2026,5,0.01,66.7
CWE-336,2026,2,0.0,
CWE-337,2023,1,0.0,
CWE-337,2025,4,0.01,300.0
CWE-337,2026,2,0.0,-50.0
CWE-338,2008,1,0.02,
CWE-338,2009,3,0.05,200.0
CWE-338,2017,5,0.03,66.7
CWE-338,2018,17,0.09,240.0
CWE-338,2019,12,0.06,-29.4
CWE-338,2020,3,0.02,-75.0
CWE-338,2021,14,0.06,366.7
CWE-338,2022,14,0.05,0.0
CWE-338,2023,13,0.04,-7.1
CWE-338,2024,18,0.04,38.5
CWE-338,2025,34,0.07,88.9
CWE-338,2026,54,0.08,58.8
CWE-339,2026,1,0.0,
CWE-340,2024,2,0.0,
CWE-340,2025,6,0.01,200.0
CWE-340,2026,10,0.02,66.7
CWE-341,2025,3,0.01,
CWE-341,2026,4,0.01,33.3
CWE-342,2020,1,0.01,
CWE-343,2026,2,0.0,
CWE-344,2026,1,0.0,
CWE-345,2014,4,0.05,
CWE-345,2015,10,0.15,150.0
CWE-345,2016,10,0.15,0.0
CWE-345,2017,17,0.09,70.0
CWE-345,2018,12,0.07,-29.4
CWE-345,2019,37,0.2,208.3
CWE-345,2020,49,0.25,32.4
CWE-345,2021,45,0.21,-8.2
CWE-345,2022,69,0.26,53.3
CWE-345,2023,66,0.21,-4.3
CWE-345,2024,51,0.13,-22.7
CWE-345,2025,49,0.1,-3.9
CWE-345,2026,220,0.33,349.0
CWE-346,1999,1,0.11,
CWE-346,2000,1,0.1,0.0
CWE-346,2001,1,0.06,0.0
CWE-346,2003,1,0.06,0.0
CWE-346,2004,1,0.04,0.0
CWE-346,2005,1,0.02,0.0
CWE-346,2009,1,0.02,0.0
CWE-346,2011,1,0.02,0.0
CWE-346,2012,5,0.09,400.0
CWE-346,2014,2,0.02,-60.0
CWE-346,2017,10,0.06,400.0
CWE-346,2018,15,0.08,50.0
CWE-346,2019,39,0.21,160.0
CWE-346,2020,31,0.16,-20.5
CWE-346,2021,35,0.16,12.9
CWE-346,2022,32,0.12,-8.6
CWE-346,2023,31,0.1,-3.1
CWE-346,2024,52,0.13,67.7
CWE-346,2025,70,0.14,34.6
CWE-346,2026,298,0.45,325.7
CWE-347,2002,2,0.09,
CWE-347,2005,2,0.04,0.0
CWE-347,2012,1,0.02,-50.0
CWE-347,2013,1,0.02,0.0
CWE-347,2014,1,0.01,0.0
CWE-347,2017,15,0.08,1400.0
CWE-347,2018,39,0.21,160.0
CWE-347,2019,47,0.25,20.5
CWE-347,2020,68,0.35,44.7
CWE-347,2021,67,0.31,-1.5
CWE-347,2022,52,0.2,-22.4
CWE-347,2023,54,0.17,3.8
CWE-347,2024,74,0.18,37.0
CWE-347,2025,88,0.18,18.9
CWE-347,2026,227,0.34,158.0
CWE-348,2024,4,0.01,
CWE-348,2025,10,0.02,150.0
CWE-348,2026,30,0.05,200.0
CWE-349,2020,1,0.01,
CWE-349,2023,1,0.0,0.0
CWE-349,2024,4,0.01,300.0
CWE-349,2025,12,0.02,200.0
CWE-349,2026,11,0.02,-8.3
CWE-35,2024,31,0.08,
CWE-35,2025,64,0.13,106.5
CWE-35,2026,41,0.06,-35.9
CWE-350,2020,1,0.01,
CWE-350,2021,1,0.0,0.0
CWE-350,2024,2,0.0,100.0
CWE-350,2025,3,0.01,50.0
CWE-350,2026,11,0.02,266.7
CWE-351,2024,2,0.0,
CWE-351,2025,6,0.01,200.0
CWE-351,2026,2,0.0,-66.7
CWE-352,2002,1,0.05,
CWE-352,2004,4,0.16,300.0
CWE-352,2005,4,0.08,0.0
CWE-352,2006,3,0.05,-25.0
CWE-352,2007,37,0.56,1133.3
CWE-352,2008,75,1.32,102.7
CWE-352,2009,113,1.96,50.7
CWE-352,2010,75,1.61,-33.6
CWE-352,2011,55,1.32,-26.7
CWE-352,2012,153,2.86,178.2
CWE-352,2013,119,2.24,-22.2
CWE-352,2014,244,3.05,105.0
CWE-352,2015,239,3.62,-2.0
CWE-352,2016,80,1.23,-66.5
CWE-352,2017,312,1.72,290.0
CWE-352,2018,434,2.39,39.1
CWE-352,2019,512,2.7,18.0
CWE-352,2020,387,2.01,-24.4
CWE-352,2021,423,1.93,9.3
CWE-352,2022,673,2.55,59.1
CWE-352,2023,1289,4.16,91.5
CWE-352,2024,1382,3.4,7.2
CWE-352,2025,1900,3.8,37.5
CWE-352,2026,844,1.27,-55.6
CWE-353,2021,2,0.01,
CWE-353,2023,1,0.0,-50.0
CWE-353,2024,1,0.0,0.0
CWE-353,2025,6,0.01,500.0
CWE-353,2026,13,0.02,116.7
CWE-354,2017,5,0.03,
CWE-354,2018,3,0.02,-40.0
CWE-354,2019,10,0.05,233.3
CWE-354,2020,18,0.09,80.0
CWE-354,2021,12,0.05,-33.3
CWE-354,2022,20,0.08,66.7
CWE-354,2023,22,0.07,10.0
CWE-354,2024,22,0.05,0.0
CWE-354,2025,15,0.03,-31.8
CWE-354,2026,34,0.05,126.7
CWE-356,2024,2,0.0,
CWE-356,2025,12,0.02,500.0
CWE-356,2026,4,0.01,-66.7
CWE-357,2025,5,0.01,
CWE-357,2026,3,0.0,-40.0
CWE-358,2017,7,0.04,
CWE-358,2018,11,0.06,57.1
CWE-358,2019,4,0.02,-63.6
CWE-358,2024,4,0.01,0.0
CWE-358,2025,16,0.03,300.0
CWE-358,2026,25,0.04,56.3
CWE-359,2021,2,0.01,
CWE-359,2022,4,0.02,100.0
CWE-359,2023,4,0.01,0.0
CWE-359,2024,13,0.03,225.0
CWE-359,2025,62,0.12,376.9
CWE-359,2026,35,0.05,-43.5
CWE-36,2021,1,0.0,
CWE-36,2023,5,0.02,400.0
CWE-36,2024,13,0.03,160.0
CWE-36,2025,40,0.08,207.7
CWE-36,2026,32,0.05,-20.0
CWE-361,2016,1,0.02,
CWE-361,2017,4,0.02,300.0
CWE-361,2018,2,0.01,-50.0
CWE-362,1999,1,0.11,
CWE-362,2000,1,0.1,0.0
CWE-362,2002,1,0.05,0.0
CWE-362,2003,2,0.13,100.0
CWE-362,2004,4,0.16,100.0
CWE-362,2005,1,0.02,-75.0
CWE-362,2006,6,0.09,500.0
CWE-362,2007,16,0.24,166.7
CWE-362,2008,19,0.34,18.8
CWE-362,2009,32,0.55,68.4
CWE-362,2010,32,0.69,0.0
CWE-362,2011,17,0.41,-46.9
CWE-362,2012,67,1.25,294.1
CWE-362,2013,63,1.18,-6.0
CWE-362,2014,42,0.52,-33.3
CWE-362,2015,44,0.67,4.8
CWE-362,2016,39,0.6,-11.4
CWE-362,2017,96,0.53,146.2
CWE-362,2018,101,0.56,5.2
CWE-362,2019,97,0.51,-4.0
CWE-362,2020,141,0.73,45.4
CWE-362,2021,153,0.7,8.5
CWE-362,2022,224,0.85,46.4
CWE-362,2023,149,0.48,-33.5
CWE-362,2024,262,0.64,75.8
CWE-362,2025,338,0.68,29.0
CWE-362,2026,551,0.83,63.0
CWE-363,2025,1,0.0,
CWE-363,2026,1,0.0,0.0
CWE-364,2021,1,0.0,
CWE-364,2024,1,0.0,0.0
CWE-364,2025,1,0.0,0.0
CWE-364,2026,4,0.01,300.0
CWE-366,2023,2,0.01,
CWE-366,2025,3,0.01,50.0
CWE-366,2026,3,0.0,0.0
CWE-367,2003,1,0.06,
CWE-367,2004,1,0.04,0.0
CWE-367,2015,1,0.02,0.0
CWE-367,2017,5,0.03,400.0
CWE-367,2018,5,0.03,0.0
CWE-367,2019,20,0.11,300.0
CWE-367,2020,41,0.21,105.0
CWE-367,2021,26,0.12,-36.6
CWE-367,2022,67,0.25,157.7
CWE-367,2023,85,0.27,26.9
CWE-367,2024,78,0.19,-8.2
CWE-367,2025,94,0.19,20.5
CWE-367,2026,263,0.4,179.8
CWE-369,2004,1,0.04,
CWE-369,2006,1,0.02,0.0
CWE-369,2007,3,0.05,200.0
CWE-369,2009,1,0.02,-66.7
CWE-369,2010,1,0.02,0.0
CWE-369,2011,1,0.02,0.0
CWE-369,2012,1,0.02,0.0
CWE-369,2015,2,0.03,100.0
CWE-369,2016,9,0.14,350.0
CWE-369,2017,51,0.28,466.7
CWE-369,2018,27,0.15,-47.1
CWE-369,2019,32,0.17,18.5
CWE-369,2020,14,0.07,-56.3
CWE-369,2021,78,0.36,457.1
CWE-369,2022,33,0.12,-57.7
CWE-369,2023,30,0.1,-9.1
CWE-369,2024,51,0.13,70.0
CWE-369,2025,53,0.11,3.9
CWE-369,2026,68,0.1,28.3
CWE-37,2025,1,0.0,
CWE-371,2019,1,0.01,
CWE-371,2026,2,0.0,100.0
CWE-372,2023,1,0.0,
CWE-372,2024,1,0.0,0.0
CWE-372,2026,3,0.0,200.0
CWE-377,2021,7,0.03,
CWE-377,2022,4,0.02,-42.9
CWE-377,2023,1,0.0,-75.0
CWE-377,2024,5,0.01,400.0
CWE-377,2025,7,0.01,40.0
CWE-377,2026,23,0.03,228.6
CWE-378,2021,2,0.01,
CWE-378,2023,1,0.0,-50.0
CWE-378,2024,4,0.01,300.0
CWE-378,2025,7,0.01,75.0
CWE-378,2026,5,0.01,-28.6
CWE-379,2021,5,0.02,
CWE-379,2023,2,0.01,-60.0
CWE-379,2024,1,0.0,-50.0
CWE-379,2025,5,0.01,400.0
CWE-379,2026,12,0.02,140.0
CWE-38,2026,1,0.0,
CWE-384,1999,1,0.11,
CWE-384,2001,1,0.06,0.0
CWE-384,2007,1,0.02,0.0
CWE-384,2008,1,0.02,0.0
CWE-384,2014,1,0.01,0.0
CWE-384,2017,33,0.18,3200.0
CWE-384,2018,48,0.26,45.5
CWE-384,2019,42,0.22,-12.5
CWE-384,2020,40,0.21,-4.8
CWE-384,2021,21,0.1,-47.5
CWE-384,2022,37,0.14,76.2
CWE-384,2023,34,0.11,-8.1
CWE-384,2024,38,0.09,11.8
CWE-384,2025,45,0.09,18.4
CWE-384,2026,51,0.08,13.3
CWE-385,2021,1,0.0,
CWE-385,2024,6,0.01,500.0
CWE-385,2025,7,0.01,16.7
CWE-385,2026,4,0.01,-42.9
CWE-386,2024,1,0.0,
CWE-388,2006,1,0.02,
CWE-388,2016,7,0.11,600.0
CWE-388,2017,9,0.05,28.6
CWE-388,2018,11,0.06,22.2
CWE-388,2019,5,0.03,-54.5
CWE-388,2026,3,0.0,-40.0
CWE-390,2024,3,0.01,
CWE-390,2025,5,0.01,66.7
CWE-390,2026,6,0.01,20.0
CWE-391,2022,1,0.0,
CWE-391,2024,1,0.0,0.0
CWE-391,2026,2,0.0,100.0
CWE-392,2025,4,0.01,
CWE-392,2026,2,0.0,-50.0
CWE-393,2025,1,0.0,
CWE-393,2026,1,0.0,0.0
CWE-394,2025,5,0.01,
CWE-394,2026,2,0.0,-60.0
CWE-395,2024,8,0.02,
CWE-395,2025,2,0.0,-75.0
CWE-395,2026,1,0.0,-50.0
CWE-396,2026,2,0.0,
CWE-399,2000,1,0.1,
CWE-399,2001,1,0.06,0.0
CWE-399,2002,5,0.23,400.0
CWE-399,2003,6,0.39,20.0
CWE-399,2004,3,0.12,-50.0
CWE-399,2005,31,0.62,933.3
CWE-399,2006,71,1.07,129.0
CWE-399,2007,89,1.35,25.4
CWE-399,2008,282,4.98,216.9
CWE-399,2009,214,3.7,-24.1
CWE-399,2010,192,4.11,-10.3
CWE-399,2011,282,6.76,46.9
CWE-399,2012,231,4.32,-18.1
CWE-399,2013,261,4.9,13.0
CWE-399,2014,222,2.77,-14.9
CWE-399,2015,343,5.2,54.5
CWE-399,2016,156,2.39,-54.5
CWE-399,2017,72,0.4,-53.8
CWE-399,2018,15,0.08,-79.2
CWE-399,2019,8,0.04,-46.7
CWE-399,2026,1,0.0,-87.5
CWE-40,2026,1,0.0,
CWE-400,2001,1,0.06,
CWE-400,2002,3,0.14,200.0
CWE-400,2003,1,0.06,-66.7
CWE-400,2004,1,0.04,0.0
CWE-400,2005,4,0.08,300.0
CWE-400,2006,1,0.02,-75.0
CWE-400,2007,4,0.06,300.0
CWE-400,2008,3,0.05,-25.0
CWE-400,2009,6,0.1,100.0
CWE-400,2010,5,0.11,-16.7
CWE-400,2011,17,0.41,240.0
CWE-400,2012,10,0.19,-41.2
CWE-400,2013,3,0.06,-70.0
CWE-400,2014,13,0.16,333.3
CWE-400,2016,12,0.18,-7.7
CWE-400,2017,130,0.72,983.3
CWE-400,2018,164,0.9,26.2
CWE-400,2019,121,0.64,-26.2
CWE-400,2020,192,1.0,58.7
CWE-400,2021,163,0.74,-15.1
CWE-400,2022,134,0.51,-17.8
CWE-400,2023,216,0.7,61.2
CWE-400,2024,191,0.47,-11.6
CWE-400,2025,383,0.77,100.5
CWE-400,2026,868,1.31,126.6
CWE-401,2001,2,0.12,
CWE-401,2002,1,0.05,-50.0
CWE-401,2004,2,0.08,100.0
CWE-401,2005,2,0.04,0.0
CWE-401,2007,1,0.02,-50.0
CWE-401,2008,1,0.02,0.0
CWE-401,2009,2,0.03,100.0
CWE-401,2010,2,0.04,0.0
CWE-401,2011,1,0.02,-50.0
CWE-401,2016,6,0.09,500.0
CWE-401,2017,12,0.07,100.0
CWE-401,2018,7,0.04,-41.7
CWE-401,2019,123,0.65,1657.1
CWE-401,2020,77,0.4,-37.4
CWE-401,2021,103,0.47,33.8
CWE-401,2022,125,0.47,21.4
CWE-401,2023,78,0.25,-37.6
CWE-401,2024,396,0.97,407.7
CWE-401,2025,567,1.13,43.2
CWE-401,2026,390,0.59,-31.2
CWE-402,2023,1,0.0,
CWE-402,2024,1,0.0,0.0
CWE-402,2025,8,0.02,700.0
CWE-403,2025,2,0.0,
CWE-403,2026,3,0.0,50.0
CWE-404,2010,1,0.02,
CWE-404,2015,1,0.02,0.0
CWE-404,2017,14,0.08,1300.0
CWE-404,2018,41,0.23,192.9
CWE-404,2019,11,0.06,-73.2
CWE-404,2020,31,0.16,181.8
CWE-404,2021,17,0.08,-45.2
CWE-404,2022,61,0.23,258.8
CWE-404,2023,60,0.19,-1.6
CWE-404,2024,63,0.15,5.0
CWE-404,2025,109,0.22,73.0
CWE-404,2026,198,0.3,81.7
CWE-405,2018,1,0.01,
CWE-405,2021,1,0.0,0.0
CWE-405,2022,1,0.0,0.0
CWE-405,2024,4,0.01,300.0
CWE-405,2025,15,0.03,275.0
CWE-405,2026,19,0.03,26.7
CWE-406,2021,1,0.0,
CWE-406,2022,3,0.01,200.0
CWE-406,2024,4,0.01,33.3
CWE-406,2025,1,0.0,-75.0
CWE-406,2026,3,0.0,200.0
CWE-407,2017,2,0.01,
CWE-407,2018,1,0.01,-50.0
CWE-407,2021,2,0.01,100.0
CWE-407,2022,4,0.02,100.0
CWE-407,2023,6,0.02,50.0
CWE-407,2024,6,0.01,0.0
CWE-407,2025,18,0.04,200.0
CWE-407,2026,91,0.14,405.6
CWE-408,2026,5,0.01,
CWE-409,2024,4,0.01,
CWE-409,2025,13,0.03,225.0
CWE-409,2026,81,0.12,523.1
CWE-41,2024,1,0.0,
CWE-41,2025,7,0.01,600.0
CWE-41,2026,9,0.01,28.6
CWE-410,2024,1,0.0,
CWE-410,2025,5,0.01,400.0
CWE-410,2026,3,0.0,-40.0
CWE-412,2026,3,0.0,
CWE-413,2025,4,0.01,
CWE-413,2026,2,0.0,-50.0
CWE-414,2024,1,0.0,
CWE-414,2025,1,0.0,0.0
CWE-414,2026,2,0.0,100.0
CWE-415,2002,1,0.05,
CWE-415,2003,2,0.13,100.0
CWE-415,2004,4,0.16,100.0
CWE-415,2005,2,0.04,-50.0
CWE-415,2006,1,0.02,-50.0
CWE-415,2007,1,0.02,0.0
CWE-415,2008,1,0.02,0.0
CWE-415,2010,2,0.04,100.0
CWE-415,2011,3,0.07,50.0
CWE-415,2014,5,0.06,66.7
CWE-415,2015,2,0.03,-60.0
CWE-415,2016,6,0.09,200.0
CWE-415,2017,45,0.25,650.0
CWE-415,2018,68,0.37,51.1
CWE-415,2019,52,0.27,-23.5
CWE-415,2020,49,0.25,-5.8
CWE-415,2021,74,0.34,51.0
CWE-415,2022,65,0.25,-12.2
CWE-415,2023,51,0.16,-21.5
CWE-415,2024,108,0.27,111.8
CWE-415,2025,109,0.22,0.9
CWE-415,2026,166,0.25,52.3
CWE-416,2006,2,0.03,
CWE-416,2007,1,0.02,-50.0
CWE-416,2008,3,0.05,200.0
CWE-416,2009,6,0.1,100.0
CWE-416,2010,25,0.54,316.7
CWE-416,2011,52,1.25,108.0
CWE-416,2012,79,1.48,51.9
CWE-416,2013,39,0.73,-50.6
CWE-416,2014,27,0.34,-30.8
CWE-416,2015,41,0.62,51.9
CWE-416,2016,150,2.3,265.9
CWE-416,2017,273,1.51,82.0
CWE-416,2018,404,2.23,48.0
CWE-416,2019,541,2.86,33.9
CWE-416,2020,339,1.76,-37.3
CWE-416,2021,522,2.38,54.0
CWE-416,2022,695,2.63,33.1
CWE-416,2023,529,1.71,-23.9
CWE-416,2024,1110,2.73,109.8
CWE-416,2025,1011,2.02,-8.9
CWE-416,2026,1974,2.98,95.3
CWE-417,2017,6,0.03,
CWE-417,2018,6,0.03,0.0
CWE-417,2019,2,0.01,-66.7
CWE-419,2024,3,0.01,
CWE-419,2025,1,0.0,-66.7
CWE-42,2026,1,0.0,
CWE-420,2024,1,0.0,
CWE-420,2025,14,0.03,1300.0
CWE-420,2026,9,0.01,-35.7
CWE-421,2024,1,0.0,
CWE-421,2025,2,0.0,100.0
CWE-422,2025,2,0.0,
CWE-424,2022,1,0.0,
CWE-424,2024,1,0.0,0.0
CWE-424,2025,11,0.02,1000.0
CWE-424,2026,11,0.02,0.0
CWE-425,2002,1,0.05,
CWE-425,2004,2,0.08,100.0
CWE-425,2005,8,0.16,300.0
CWE-425,2015,1,0.02,-87.5
CWE-425,2017,7,0.04,600.0
CWE-425,2018,17,0.09,142.9
CWE-425,2019,23,0.12,35.3
CWE-425,2020,18,0.09,-21.7
CWE-425,2021,18,0.08,0.0
CWE-425,2022,39,0.15,116.7
CWE-425,2023,13,0.04,-66.7
CWE-425,2024,16,0.04,23.1
CWE-425,2025,29,0.06,81.3
CWE-425,2026,23,0.03,-20.7
CWE-426,2008,1,0.02,
CWE-426,2009,2,0.03,100.0
CWE-426,2010,2,0.04,0.0
CWE-426,2011,5,0.12,150.0
CWE-426,2012,3,0.06,-40.0
CWE-426,2014,1,0.01,-66.7
CWE-426,2015,3,0.05,200.0
CWE-426,2016,8,0.12,166.7
CWE-426,2017,138,0.76,1625.0
CWE-426,2018,75,0.41,-45.7
CWE-426,2019,64,0.34,-14.7
CWE-426,2020,51,0.27,-20.3
CWE-426,2021,20,0.09,-60.8
CWE-426,2022,21,0.08,5.0
CWE-426,2023,40,0.13,90.5
CWE-426,2024,41,0.1,2.5
CWE-426,2025,66,0.13,61.0
CWE-426,2026,89,0.13,34.8
CWE-427,2005,1,0.02,
CWE-427,2016,1,0.02,0.0
CWE-427,2017,39,0.22,3800.0
CWE-427,2018,23,0.13,-41.0
CWE-427,2019,68,0.36,195.7
CWE-427,2020,99,0.52,45.6
CWE-427,2021,121,0.55,22.2
CWE-427,2022,120,0.45,-0.8
CWE-427,2023,134,0.43,11.7
CWE-427,2024,166,0.41,23.9
CWE-427,2025,207,0.41,24.7
CWE-427,2026,165,0.25,-20.3
CWE-428,2014,1,0.01,
CWE-428,2015,1,0.02,0.0
CWE-428,2016,2,0.03,100.0
CWE-428,2017,11,0.06,450.0
CWE-428,2018,16,0.09,45.5
CWE-428,2019,15,0.08,-6.3
CWE-428,2020,24,0.12,60.0
CWE-428,2021,18,0.08,-25.0
CWE-428,2022,41,0.16,127.8
CWE-428,2023,32,0.1,-22.0
CWE-428,2024,23,0.06,-28.1
CWE-428,2025,48,0.1,108.7
CWE-428,2026,204,0.31,325.0
CWE-43,2025,1,0.0,
CWE-430,2025,1,0.0,
CWE-431,2024,1,0.0,
CWE-433,2026,1,0.0,
CWE-434,2001,3,0.18,
CWE-434,2002,1,0.05,-66.7
CWE-434,2004,1,0.04,0.0
CWE-434,2005,4,0.08,300.0
CWE-434,2006,4,0.06,0.0
CWE-434,2007,1,0.02,-75.0
CWE-434,2015,1,0.02,0.0
CWE-434,2016,11,0.17,1000.0
CWE-434,2017,91,0.5,727.3
CWE-434,2018,166,0.91,82.4
CWE-434,2019,204,1.08,22.9
CWE-434,2020,219,1.14,7.4
CWE-434,2021,275,1.25,25.6
CWE-434,2022,457,1.73,66.2
CWE-434,2023,508,1.64,11.2
