cwe_id,feature_year,current_centrality,actual_next_centrality,predicted_next_centrality,naive_predicted_next_centrality
CWE-664,2025,0.0014653232214584522,0.006010021389506952,0.009870296357739897,0.0014653232214584522
CWE-665,2025,0.0010736547049210873,0.007065437551816174,0.009870296357739897,0.0010736547049210873
CWE-667,2025,0.021122793476073605,0.00394595434171123,0.033398127418448935,0.021122793476073605
CWE-668,2025,0.0013671471589644447,0.005400565034342318,0.009870296357739897,0.0013671471589644447
CWE-669,2025,3.289048768287088e-05,0.005573557916124859,0.009870296357739897,3.289048768287088e-05
CWE-670,2025,0.004443753753973733,0.0032478214144396333,0.010508296494055129,0.004443753753973733
CWE-672,2025,0.0026138987685068358,0.0036016626180596545,0.009870296357739897,0.0026138987685068358
CWE-674,2025,0.0037818021571657035,0.01670379742595085,0.009870296357739897,0.0037818021571657035
CWE-680,2025,0.022885296724530903,0.00029993554539040453,0.03646663154286,0.022885296724530903
CWE-682,2025,0.0007613132565282466,0.004536164453158706,0.009870296357739897,0.0007613132565282466
CWE-684,2025,0.00033972648092066515,0.0015293519236731783,0.009870296357739897,0.00033972648092066515
CWE-691,2025,4.7532618879250586e-05,0.0018051456448521872,0.009870296357739897,4.7532618879250586e-05
CWE-693,2025,0.014907440778530543,0.03622834076935025,0.037178913805420905,0.014907440778530543
CWE-696,2025,0.000559937493390134,0.0018523094638358431,0.009870296357739897,0.000559937493390134
CWE-697,2025,0.0004138961464946005,0.0011721754032261327,0.009870296357739897,0.0004138961464946005
CWE-703,2025,0.0025421739239323304,0.006459153380495477,0.009870296357739897,0.0025421739239323304
CWE-704,2025,0.007095394491778137,0.017978046635441135,0.01799486866670971,0.007095394491778137
CWE-706,2025,0.0001336177716848681,0.00491347946324708,0.009870296357739897,0.0001336177716848681
CWE-732,2025,0.009456207124639938,0.03731476833520604,0.03560376062287673,0.009456207124639938
CWE-749,2025,0.1270435454009606,0.000825668205806663,0.12278602941063785,0.1270435454009606
CWE-754,2025,0.010440200482244668,0.013516901569725652,0.03560376062287673,0.010440200482244668
CWE-755,2025,0.11698225205119743,0.0019282420483566765,0.08076187297034113,0.11698225205119743
CWE-763,2025,0.03271027265697079,0.006115751347543874,0.03895926037592368,0.03271027265697079
CWE-770,2025,0.05829766575078533,0.07009491376395557,0.059286459050045204,0.05829766575078533
CWE-772,2025,0.0011492548350123442,0.0113713754456166,0.009870296357739897,0.0011492548350123442
CWE-782,2025,0.00010182360517700786,0.0001331446979266453,0.009870296357739897,0.00010182360517700786
CWE-787,2025,0.3038773739610866,0.30089269044046213,0.3030537175647163,0.3038773739610866
CWE-789,2025,0.0008362359924069957,0.025189314175122025,0.009870296357739897,0.0008362359924069957
CWE-791,2025,0.00010250560267073113,2.885527452489792e-05,0.009870296357739897,0.00010250560267073113
CWE-798,2025,0.0047353117575555485,0.010568853323496545,0.0130879766930166,0.0047353117575555485
CWE-799,2025,0.00019707680204054625,0.0017571362182724245,0.009870296357739897,0.00019707680204054625
CWE-805,2025,0.0011355944489877662,0.0028527215633861775,0.009870296357739897,0.0011355944489877662
CWE-807,2025,0.0026104975043060256,0.021638737271023608,0.009870296357739897,0.0026104975043060256
CWE-820,2025,0.008018793474235661,0.0007610536257751018,0.01799486866670971,0.008018793474235661
CWE-822,2025,0.08690449830368294,0.054205291069856144,0.06849051409406147,0.08690449830368294
CWE-823,2025,0.06141586222623262,0.0014798214248961492,0.06509921164343029,0.06141586222623262
CWE-824,2025,0.0064253042794679355,0.014088435063881861,0.01799486866670971,0.0064253042794679355
CWE-825,2025,0.0009069861937034679,0.0023670275330778265,0.009870296357739897,0.0009069861937034679
CWE-829,2025,0.0017642758369125747,0.0046800274352842884,0.009870296357739897,0.0017642758369125747
CWE-833,2025,0.00034300590605129623,0.0004414705269522155,0.009870296357739897,0.00034300590605129623
CWE-835,2025,0.004401546654712956,0.039076566353174934,0.010508296494055129,0.004401546654712956
CWE-837,2025,0.001647888281433922,0.0001466994684759973,0.009870296357739897,0.001647888281433922
CWE-840,2025,0.00026211888889460206,0.00039265108297377416,0.009870296357739897,0.00026211888889460206
CWE-841,2025,0.007290419146208605,0.001794436550660648,0.01799486866670971,0.007290419146208605
CWE-843,2025,0.02128954610227899,0.05345241394060341,0.033671424644996596,0.02128954610227899
CWE-862,2025,0.01912882084917626,0.0637439995590834,0.041260260608146526,0.01912882084917626
CWE-863,2025,0.14163330071839567,0.06623298135058853,0.13193283761488922,0.14163330071839567
CWE-908,2025,0.02150489192388734,0.037264533846351165,0.04037403131127691,0.02150489192388734
