source,target,weight,source_x,source_y,target_x,target_y
CWE-78,CWE-140,5.0,-0.025486763566732407,0.012438386678695679,0.04468659311532974,-0.27938568592071533
CWE-78,CWE-912,117.0,-0.025486763566732407,0.012438386678695679,-0.08522868156433105,-0.01724931038916111
CWE-78,CWE-79,1175.0,-0.025486763566732407,0.012438386678695679,0.0017418835777789354,0.038216229528188705
CWE-78,CWE-826,1.0,-0.025486763566732407,0.012438386678695679,-0.5026634335517883,-0.21166615188121796
CWE-78,CWE-250,134.0,-0.025486763566732407,0.012438386678695679,-0.08483974635601044,-0.03181241825222969
CWE-78,CWE-573,2.0,-0.025486763566732407,0.012438386678695679,-0.21045441925525665,0.23021508753299713
CWE-78,CWE-656,1.0,-0.025486763566732407,0.012438386678695679,0.47059428691864014,-0.1610337197780609
CWE-78,CWE-620,12.0,-0.025486763566732407,0.012438386678695679,0.03705298528075218,0.1856294423341751
CWE-78,CWE-201,76.0,-0.025486763566732407,0.012438386678695679,-0.04832526296377182,0.03720282390713692
CWE-78,CWE-787,904.0,-0.025486763566732407,0.012438386678695679,0.013456960208714008,-0.030299469828605652
CWE-78,CWE-1241,1.0,-0.025486763566732407,0.012438386678695679,0.25305843353271484,0.41231846809387207
CWE-78,CWE-463,2.0,-0.025486763566732407,0.012438386678695679,-0.35012850165367126,-0.16636687517166138
CWE-78,CWE-1112,1.0,-0.025486763566732407,0.012438386678695679,0.26513516902923584,-0.4564531147480011
CWE-78,CWE-93,23.0,-0.025486763566732407,0.012438386678695679,0.06010407209396362,0.11013355851173401
CWE-78,CWE-200,901.0,-0.025486763566732407,0.012438386678695679,0.010003194212913513,0.0025022828485816717
CWE-78,CWE-760,4.0,-0.025486763566732407,0.012438386678695679,-0.20815777778625488,-0.2951509356498718
CWE-78,CWE-298,5.0,-0.025486763566732407,0.012438386678695679,-0.2142883688211441,0.08153171092271805
CWE-78,CWE-114,4.0,-0.025486763566732407,0.012438386678695679,-0.23912493884563446,0.013842671178281307
CWE-78,CWE-117,8.0,-0.025486763566732407,0.012438386678695679,-0.16495096683502197,-0.08664260059595108
CWE-78,CWE-610,48.0,-0.025486763566732407,0.012438386678695679,-0.0684797391295433,-0.02452094852924347
CWE-78,CWE-394,3.0,-0.025486763566732407,0.012438386678695679,0.2524769604206085,-0.21134589612483978
CWE-78,CWE-378,4.0,-0.025486763566732407,0.012438386678695679,-0.03357866406440735,0.3114500343799591
CWE-78,CWE-1076,1.0,-0.025486763566732407,0.012438386678695679,-0.26144224405288696,-0.39130112528800964
CWE-78,CWE-266,67.0,-0.025486763566732407,0.012438386678695679,-0.0786837562918663,0.005562912207096815
CWE-78,CWE-548,12.0,-0.025486763566732407,0.012438386678695679,-0.057208336889743805,0.17208805680274963
CWE-78,CWE-179,4.0,-0.025486763566732407,0.012438386678695679,-0.22075431048870087,-0.20673981308937073
CWE-78,CWE-288,67.0,-0.025486763566732407,0.012438386678695679,-0.06181023269891739,0.05840801075100899
CWE-78,CWE-1391,5.0,-0.025486763566732407,0.012438386678695679,-0.23275937139987946,-0.15699531137943268
CWE-78,CWE-480,2.0,-0.025486763566732407,0.012438386678695679,-0.11818749457597733,-0.35941797494888306
CWE-78,CWE-340,22.0,-0.025486763566732407,0.012438386678695679,-0.00979531928896904,0.12559355795383453
CWE-78,CWE-520,1.0,-0.025486763566732407,0.012438386678695679,-0.21663132309913635,0.44752588868141174
CWE-78,CWE-95,13.0,-0.025486763566732407,0.012438386678695679,-0.14301614463329315,0.09167348593473434
CWE-78,CWE-489,63.0,-0.025486763566732407,0.012438386678695679,-0.0758911594748497,-0.04892624914646149
CWE-78,CWE-88,102.0,-0.025486763566732407,0.012438386678695679,-0.07136952131986618,0.015091040171682835
CWE-78,CWE-552,96.0,-0.025486763566732407,0.012438386678695679,-0.04403165355324745,0.07435022294521332
CWE-78,CWE-798,677.0,-0.025486763566732407,0.012438386678695679,-0.010445678606629372,0.030253754928708076
CWE-78,CWE-534,1.0,-0.025486763566732407,0.012438386678695679,0.38606569170951843,0.31929758191108704
CWE-78,CWE-149,2.0,-0.025486763566732407,0.012438386678695679,-0.31641340255737305,0.005554478615522385
CWE-78,CWE-488,4.0,-0.025486763566732407,0.012438386678695679,-0.2588518559932709,0.09231780469417572
CWE-78,CWE-441,9.0,-0.025486763566732407,0.012438386678695679,-0.13947561383247375,0.12902885675430298
CWE-78,CWE-259,70.0,-0.025486763566732407,0.012438386678695679,-0.07694856077432632,-0.057220395654439926
CWE-78,CWE-272,23.0,-0.025486763566732407,0.012438386678695679,-0.1332198828458786,0.0465582013130188
CWE-78,CWE-555,2.0,-0.025486763566732407,0.012438386678695679,-0.34822046756744385,0.09736839681863785
CWE-78,CWE-214,5.0,-0.025486763566732407,0.012438386678695679,-0.06476020812988281,0.282869815826416
CWE-78,CWE-306,779.0,-0.025486763566732407,0.012438386678695679,0.011751214042305946,0.007642471697181463
CWE-79,CWE-233,3.0,0.0017418835777789354,0.038216229528188705,-0.3446106016635895,0.028896290808916092
CWE-79,CWE-277,5.0,0.0017418835777789354,0.038216229528188705,-0.23218309879302979,-0.04758084565401077
CWE-79,CWE-610,63.0,0.0017418835777789354,0.038216229528188705,-0.0684797391295433,-0.02452094852924347
CWE-79,CWE-371,1.0,0.0017418835777789354,0.038216229528188705,-0.21914327144622803,-0.4086270034313202
CWE-79,CWE-830,3.0,0.0017418835777789354,0.038216229528188705,0.3228098750114441,0.2206244170665741
CWE-79,CWE-1385,5.0,0.0017418835777789354,0.038216229528188705,-0.15502016246318817,0.23960448801517487
CWE-79,CWE-862,894.0,0.0017418835777789354,0.038216229528188705,0.01283059548586607,0.05784422531723976
CWE-79,CWE-216,1.0,0.0017418835777789354,0.038216229528188705,0.6158374547958374,0.6423662900924683
CWE-79,CWE-1275,7.0,0.0017418835777789354,0.038216229528188705,0.20572128891944885,0.26413339376449585
CWE-79,CWE-613,288.0,0.0017418835777789354,0.038216229528188705,-0.022825172170996666,0.05865822732448578
CWE-79,CWE-378,3.0,0.0017418835777789354,0.038216229528188705,-0.03357866406440735,0.3114500343799591
CWE-79,CWE-202,5.0,0.0017418835777789354,0.038216229528188705,-0.0020113715436309576,0.31743162870407104
CWE-79,CWE-346,223.0,0.0017418835777789354,0.038216229528188705,0.047239091247320175,0.002517459448426962
CWE-79,CWE-526,3.0,0.0017418835777789354,0.038216229528188705,-0.10509570688009262,0.32163044810295105
CWE-79,CWE-776,73.0,0.0017418835777789354,0.038216229528188705,0.08742572367191315,-0.03817553073167801
CWE-79,CWE-502,550.0,0.0017418835777789354,0.038216229528188705,0.017515264451503754,0.04160669445991516
CWE-79,CWE-707,15.0,0.0017418835777789354,0.038216229528188705,-0.012701377272605896,0.22151152789592743
CWE-79,CWE-286,5.0,0.0017418835777789354,0.038216229528188705,-0.19560208916664124,0.21474221348762512
CWE-79,CWE-326,222.0,0.0017418835777789354,0.038216229528188705,0.025557879358530045,0.03420320898294449
CWE-79,CWE-146,3.0,0.0017418835777789354,0.038216229528188705,0.21168571710586548,0.3200015127658844
CWE-79,CWE-300,8.0,0.0017418835777789354,0.038216229528188705,0.15627416968345642,0.1169418916106224
CWE-79,CWE-116,454.0,0.0017418835777789354,0.038216229528188705,-0.01807232014834881,0.02125776745378971
CWE-79,CWE-451,28.0,0.0017418835777789354,0.038216229528188705,-0.037243109196424484,-0.11432785540819168
CWE-79,CWE-94,1057.0,0.0017418835777789354,0.038216229528188705,0.016311705112457275,0.03439301252365112
CWE-79,CWE-436,52.0,0.0017418835777789354,0.038216229528188705,0.09354526549577713,0.012579171918332577
CWE-79,CWE-266,87.0,0.0017418835777789354,0.038216229528188705,-0.0786837562918663,0.005562912207096815
CWE-79,CWE-917,44.0,0.0017418835777789354,0.038216229528188705,0.07127700746059418,0.09791406989097595
CWE-79,CWE-612,1.0,0.0017418835777789354,0.038216229528188705,0.1410159468650818,0.5076116323471069
CWE-79,CWE-377,6.0,0.0017418835777789354,0.038216229528188705,-0.08711107820272446,0.20825797319412231
CWE-79,CWE-256,16.0,0.0017418835777789354,0.038216229528188705,-0.10710270702838898,0.1427801251411438
CWE-79,CWE-1289,4.0,0.0017418835777789354,0.038216229528188705,-0.16792450845241547,0.2753773629665375
CWE-79,CWE-598,18.0,0.0017418835777789354,0.038216229528188705,0.0979936495423317,0.1570381075143814
CWE-79,CWE-548,14.0,0.0017418835777789354,0.038216229528188705,-0.057208336889743805,0.17208805680274963
CWE-79,CWE-384,271.0,0.0017418835777789354,0.038216229528188705,0.013454395346343517,0.06624923646450043
CWE-79,CWE-204,43.0,0.0017418835777789354,0.038216229528188705,0.04780703783035278,0.15262562036514282
CWE-79,CWE-1241,1.0,0.0017418835777789354,0.038216229528188705,0.25305843353271484,0.41231846809387207
CWE-79,CWE-565,34.0,0.0017418835777789354,0.038216229528188705,0.1050262525677681,0.06316283345222473
CWE-79,CWE-348,7.0,0.0017418835777789354,0.038216229528188705,-0.07902655750513077,0.2362358719110489
CWE-79,CWE-790,1.0,0.0017418835777789354,0.038216229528188705,-0.6841257810592651,0.028126006945967674
CWE-79,CWE-1259,2.0,0.0017418835777789354,0.038216229528188705,0.35263150930404663,0.0665852352976799
CWE-79,CWE-477,1.0,0.0017418835777789354,0.038216229528188705,-0.34935474395751953,0.4200322926044464
CWE-79,CWE-1191,5.0,0.0017418835777789354,0.038216229528188705,-0.233250230550766,-0.00626605236902833
CWE-79,CWE-692,1.0,0.0017418835777789354,0.038216229528188705,-0.1262003779411316,0.5539742112159729
CWE-79,CWE-778,3.0,0.0017418835777789354,0.038216229528188705,0.22984789311885834,0.20312565565109253
CWE-79,CWE-288,65.0,0.0017418835777789354,0.038216229528188705,-0.06181023269891739,0.05840801075100899
CWE-79,CWE-93,36.0,0.0017418835777789354,0.038216229528188705,0.06010407209396362,0.11013355851173401
CWE-79,CWE-83,4.0,0.0017418835777789354,0.038216229528188705,0.293936550617218,-0.04254996031522751
CWE-79,CWE-255,221.0,0.0017418835777789354,0.038216229528188705,0.03339102864265442,0.024794790893793106
CWE-79,CWE-268,3.0,0.0017418835777789354,0.038216229528188705,-0.06594112515449524,-0.36591604351997375
CWE-79,CWE-614,13.0,0.0017418835777789354,0.038216229528188705,-0.12213341146707535,0.1958397775888443
CWE-79,CWE-1295,2.0,0.0017418835777789354,0.038216229528188705,0.34480565786361694,-0.09922464936971664
CWE-79,CWE-550,1.0,0.0017418835777789354,0.038216229528188705,-0.3095172047615051,-0.32087942957878113
CWE-79,CWE-777,1.0,0.0017418835777789354,0.038216229528188705,-0.38568177819252014,0.26560792326927185
CWE-79,CWE-208,12.0,0.0017418835777789354,0.038216229528188705,0.17808547616004944,-0.02259613759815693
CWE-79,CWE-708,3.0,0.0017418835777789354,0.038216229528188705,-0.09042824804782867,0.35384291410446167
CWE-79,CWE-350,7.0,0.0017418835777789354,0.038216229528188705,0.1272965371608734,0.23308199644088745
CWE-79,CWE-792,1.0,0.0017418835777789354,0.038216229528188705,-0.761423647403717,0.4391695559024811
CWE-79,CWE-532,351.0,0.0017418835777789354,0.038216229528188705,0.004590913187712431,0.04939911887049675
CWE-79,CWE-327,315.0,0.0017418835777789354,0.038216229528188705,-0.008809749037027359,0.023058077320456505
CWE-79,CWE-302,6.0,0.0017418835777789354,0.038216229528188705,0.09982825815677643,-0.21707507967948914
CWE-79,CWE-340,24.0,0.0017418835777789354,0.038216229528188705,-0.00979531928896904,0.12559355795383453
CWE-79,CWE-520,1.0,0.0017418835777789354,0.038216229528188705,-0.21663132309913635,0.44752588868141174
CWE-79,CWE-290,197.0,0.0017418835777789354,0.038216229528188705,0.056771259754896164,0.02138618566095829
CWE-79,CWE-95,13.0,0.0017418835777789354,0.038216229528188705,-0.14301614463329315,0.09167348593473434
CWE-79,CWE-150,4.0,0.0017418835777789354,0.038216229528188705,-0.24998252093791962,0.06691572815179825
CWE-79,CWE-305,32.0,0.0017418835777789354,0.038216229528188705,-0.00037496528238989413,-0.13640236854553223
CWE-79,CWE-409,15.0,0.0017418835777789354,0.038216229528188705,0.12855610251426697,0.03906502574682236
CWE-79,CWE-918,832.0,0.0017418835777789354,0.038216229528188705,0.0036613186821341515,0.078427255153656
CWE-79,CWE-425,77.0,0.0017418835777789354,0.038216229528188705,-0.048643238842487335,0.04715702310204506
CWE-79,CWE-943,71.0,0.0017418835777789354,0.038216229528188705,-0.05410858243703842,0.0922195091843605
CWE-79,CWE-257,15.0,0.0017418835777789354,0.038216229528188705,0.17381766438484192,0.016574479639530182
CWE-79,CWE-98,29.0,0.0017418835777789354,0.038216229528188705,-0.12648266553878784,0.07649646699428558
CWE-79,CWE-650,2.0,0.0017418835777789354,0.038216229528188705,0.09425926208496094,0.4212770164012909
CWE-79,CWE-922,77.0,0.0017418835777789354,0.038216229528188705,0.06546221673488617,0.03386813774704933
CWE-79,CWE-616,2.0,0.0017418835777789354,0.038216229528188705,-0.047435659915208817,0.5044859051704407
CWE-79,CWE-837,9.0,0.0017418835777789354,0.038216229528188705,-0.1359696090221405,-0.14538244903087616
CWE-79,CWE-566,1.0,0.0017418835777789354,0.038216229528188705,-0.526398777961731,-0.11513742059469223
CWE-79,CWE-1299,69.0,0.0017418835777789354,0.038216229528188705,0.019372042268514633,0.09961043298244476
CWE-79,CWE-602,20.0,0.0017418835777789354,0.038216229528188705,-0.023577766492962837,0.19118422269821167
CWE-79,CWE-825,21.0,0.0017418835777789354,0.038216229528188705,-0.0467805452644825,-0.12200812995433807
CWE-79,CWE-552,151.0,0.0017418835777789354,0.038216229528188705,-0.04403165355324745,0.07435022294521332
CWE-79,CWE-779,2.0,0.0017418835777789354,0.038216229528188705,0.3804226517677307,0.17475050687789917
CWE-79,CWE-167,1.0,0.0017418835777789354,0.038216229528188705,0.1601800173521042,-0.5020462274551392
CWE-79,CWE-315,2.0,0.0017418835777789354,0.038216229528188705,-0.06592817604541779,0.4551334083080292
CWE-79,CWE-732,408.0,0.0017418835777789354,0.038216229528188705,0.02227548137307167,0.01864282600581646
CWE-79,CWE-352,3121.0,0.0017418835777789354,0.038216229528188705,-0.006803485099226236,0.04415507614612579
CWE-79,CWE-185,9.0,0.0017418835777789354,0.038216229528188705,-0.007244226522743702,-0.20432785153388977
CWE-79,CWE-534,1.0,0.0017418835777789354,0.038216229528188705,0.38606569170951843,0.31929758191108704
CWE-79,CWE-319,470.0,0.0017418835777789354,0.038216229528188705,0.0017935276264324784,0.010903041809797287
CWE-79,CWE-942,25.0,0.0017418835777789354,0.038216229528188705,-0.14415428042411804,0.003851282177492976
CWE-79,CWE-1173,1.0,0.0017418835777789354,0.038216229528188705,0.7375748753547668,-0.10645537823438644
CWE-79,CWE-97,2.0,0.0017418835777789354,0.038216229528188705,-0.33180758357048035,0.3334381878376007
CWE-79,CWE-269,837.0,0.0017418835777789354,0.038216229528188705,-0.004313076380640268,0.005534616764634848
CWE-79,CWE-282,4.0,0.0017418835777789354,0.038216229528188705,-0.12489071488380432,0.2828660011291504
CWE-79,CWE-1333,74.0,0.0017418835777789354,0.038216229528188705,-0.02617320790886879,0.08172836154699326
CWE-79,CWE-87,4.0,0.0017418835777789354,0.038216229528188705,0.19055677950382233,0.22261925041675568
CWE-79,CWE-639,359.0,0.0017418835777789354,0.038216229528188705,-0.031670719385147095,0.08635267615318298
CWE-79,CWE-1392,22.0,0.0017418835777789354,0.038216229528188705,-0.0650697648525238,0.12899604439735413
CWE-79,CWE-601,757.0,0.0017418835777789354,0.038216229528188705,-0.021442092955112457,0.053651925176382065
CWE-79,CWE-1321,125.0,0.0017418835777789354,0.038216229528188705,0.05985007435083389,0.05461676046252251
CWE-79,CWE-244,4.0,0.0017418835777789354,0.038216229528188705,0.28268125653266907,-0.08978687971830368
CWE-79,CWE-1336,27.0,0.0017418835777789354,0.038216229528188705,0.0027392974589020014,0.157388374209404
CWE-79,CWE-209,274.0,0.0017418835777789354,0.038216229528188705,0.033389706164598465,0.06125031039118767
CWE-79,CWE-1301,2.0,0.0017418835777789354,0.038216229528188705,0.3845519721508026,-0.01409642118960619
CWE-79,CWE-351,7.0,0.0017418835777789354,0.038216229528188705,0.18251264095306396,0.1688966006040573
CWE-79,CWE-184,22.0,0.0017418835777789354,0.038216229528188705,-0.04337943717837334,0.13456769287586212
CWE-79,CWE-231,4.0,0.0017418835777789354,0.038216229528188705,0.34265074133872986,0.002918646205216646
CWE-79,CWE-767,1.0,0.0017418835777789354,0.038216229528188705,-0.4172813594341278,-0.2263716608285904
CWE-79,CWE-341,5.0,0.0017418835777789354,0.038216229528188705,-0.2890687584877014,-0.011394874192774296
CWE-79,CWE-521,122.0,0.0017418835777789354,0.038216229528188705,0.042979832738637924,0.06443757563829422
CWE-79,CWE-317,2.0,0.0017418835777789354,0.038216229528188705,0.29904502630233765,0.3606519103050232
CWE-79,CWE-470,50.0,0.0017418835777789354,0.038216229528188705,0.08615826070308685,0.08034218847751617
CWE-79,CWE-539,6.0,0.0017418835777789354,0.038216229528188705,0.20591211318969727,-0.08949112892150879
CWE-79,CWE-770,654.0,0.0017418835777789354,0.038216229528188705,0.01887659914791584,-0.008485198952257633
CWE-79,CWE-153,2.0,0.0017418835777789354,0.038216229528188705,0.2345137745141983,0.30339401960372925
CWE-79,CWE-1038,1.0,0.0017418835777789354,0.038216229528188705,0.016980435699224472,0.5466934442520142
CWE-79,CWE-491,2.0,0.0017418835777789354,0.038216229528188705,0.06633023172616959,0.46376505494117737
CWE-79,CWE-306,872.0,0.0017418835777789354,0.038216229528188705,0.011751214042305946,0.007642471697181463
CWE-79,CWE-1103,1.0,0.0017418835777789354,0.038216229528188705,-0.18339639902114868,-0.4505556523799896
CWE-79,CWE-669,25.0,0.0017418835777789354,0.038216229528188705,-0.07218550145626068,-0.08776475489139557
CWE-79,CWE-140,3.0,0.0017418835777789354,0.038216229528188705,0.04468659311532974,-0.27938568592071533
CWE-79,CWE-1004,8.0,0.0017418835777789354,0.038216229528188705,-0.021345840767025948,0.27647024393081665
CWE-79,CWE-295,799.0,0.0017418835777789354,0.038216229528188705,-0.009991549886763096,0.008003872819244862
CWE-79,CWE-688,1.0,0.0017418835777789354,0.038216229528188705,-0.3932338058948517,0.33553484082221985
CWE-79,CWE-99,5.0,0.0017418835777789354,0.038216229528188705,0.22606948018074036,0.22085659205913544
CWE-79,CWE-653,7.0,0.0017418835777789354,0.038216229528188705,0.23764915764331818,0.04492311552166939
CWE-79,CWE-284,513.0,0.0017418835777789354,0.038216229528188705,-0.009231174364686012,-0.011757888831198215
CWE-79,CWE-89,3082.0,0.0017418835777789354,0.038216229528188705,-0.00555427884683013,0.05527329444885254
CWE-79,CWE-838,6.0,0.0017418835777789354,0.038216229528188705,0.09236578643321991,0.19294214248657227
CWE-79,CWE-1021,210.0,0.0017418835777789354,0.038216229528188705,0.06055597960948944,0.004583624191582203
CWE-79,CWE-261,4.0,0.0017418835777789354,0.038216229528188705,0.10601254552602768,0.25980815291404724
CWE-79,CWE-403,3.0,0.0017418835777789354,0.038216229528188705,0.29626578092575073,-0.007267076056450605
CWE-79,CWE-213,3.0,0.0017418835777789354,0.038216229528188705,0.05670783296227455,0.37291520833969116
CWE-79,CWE-799,7.0,0.0017418835777789354,0.038216229528188705,-0.11051175743341446,0.22012263536453247
CWE-79,CWE-538,11.0,0.0017418835777789354,0.038216229528188705,-0.09071210771799088,0.1826019585132599
CWE-79,CWE-523,4.0,0.0017418835777789354,0.038216229528188705,-0.0639711320400238,-0.2678188383579254
CWE-79,CWE-472,7.0,0.0017418835777789354,0.038216229528188705,0.19436852633953094,0.10663936287164688
CWE-79,CWE-444,120.0,0.0017418835777789354,0.038216229528188705,0.07094815373420715,0.0026893659960478544
CWE-79,CWE-1236,143.0,0.0017418835777789354,0.038216229528188705,-0.020839054137468338,0.115092933177948
CWE-79,CWE-308,6.0,0.0017418835777789354,0.038216229528188705,-0.08246972411870956,0.32130661606788635
CWE-79,CWE-88,87.0,0.0017418835777789354,0.038216229528188705,-0.07136952131986618,0.015091040171682835
CWE-79,CWE-428,15.0,0.0017418835777789354,0.038216229528188705,0.05543689802289009,0.10267236083745956
CWE-79,CWE-1018,1.0,0.0017418835777789354,0.038216229528188705,-0.4230734407901764,-0.28247806429862976
CWE-79,CWE-260,3.0,0.0017418835777789354,0.038216229528188705,0.019341519102454185,0.3858463168144226
CWE-79,CWE-640,99.0,0.0017418835777789354,0.038216229528188705,-0.07143974304199219,-0.007103894837200642
CWE-79,CWE-1393,6.0,0.0017418835777789354,0.038216229528188705,0.037282004952430725,0.26030951738357544
CWE-79,CWE-113,24.0,0.0017418835777789354,0.038216229528188705,-0.11188902705907822,0.028238220140337944
CWE-79,CWE-448,2.0,0.0017418835777789354,0.038216229528188705,0.3931790888309479,0.14604653418064117
CWE-79,CWE-925,1.0,0.0017418835777789354,0.038216229528188705,0.474090039730072,0.17323052883148193
CWE-79,CWE-620,14.0,0.0017418835777789354,0.038216229528188705,0.03705298528075218,0.1856294423341751
CWE-79,CWE-91,57.0,0.0017418835777789354,0.038216229528188705,0.03289328143000603,0.09982945024967194
CWE-79,CWE-840,10.0,0.0017418835777789354,0.038216229528188705,-0.046494536101818085,0.2373180091381073
CWE-79,CWE-571,1.0,0.0017418835777789354,0.038216229528188705,0.3482262194156647,-0.38886380195617676
CWE-79,CWE-798,513.0,0.0017418835777789354,0.038216229528188705,-0.010445678606629372,0.030253754928708076
CWE-79,CWE-405,3.0,0.0017418835777789354,0.038216229528188705,0.005611983127892017,-0.2922751307487488
CWE-79,CWE-829,94.0,0.0017418835777789354,0.038216229528188705,-0.005610831081867218,0.08756152540445328
CWE-79,CWE-522,368.0,0.0017418835777789354,0.038216229528188705,-0.021644705906510353,0.00901167094707489
CWE-79,CWE-215,3.0,0.0017418835777789354,0.038216229528188705,-0.14008097350597382,0.2585914433002472
CWE-79,CWE-356,6.0,0.0017418835777789354,0.038216229528188705,0.13261988759040833,0.14514578878879547
CWE-79,CWE-540,4.0,0.0017418835777789354,0.038216229528188705,-0.25390613079071045,0.13370954990386963
CWE-79,CWE-332,1.0,0.0017418835777789354,0.038216229528188705,-0.40871214866638184,0.10629690438508987
CWE-79,CWE-155,2.0,0.0017418835777789354,0.038216229528188705,-0.2630493640899658,0.28952348232269287
CWE-79,CWE-494,40.0,0.0017418835777789354,0.038216229528188705,-0.04938386008143425,0.10297814011573792
CWE-79,CWE-201,60.0,0.0017418835777789354,0.038216229528188705,-0.04832526296377182,0.03720282390713692
CWE-79,CWE-307,191.0,0.0017418835777789354,0.038216229528188705,-0.010413989424705505,0.0720156878232956
CWE-79,CWE-525,9.0,0.0017418835777789354,0.038216229528188705,0.07178047299385071,0.2673830986022949
CWE-79,CWE-322,2.0,0.0017418835777789354,0.038216229528188705,-0.36689940094947815,-0.01070033572614193
CWE-79,CWE-141,38.0,0.0017418835777789354,0.038216229528188705,0.012351511977612972,0.11101832985877991
CWE-79,CWE-474,2.0,0.0017418835777789354,0.038216229528188705,0.35394206643104553,0.20245370268821716
CWE-79,CWE-1050,2.0,0.0017418835777789354,0.038216229528188705,-0.34248074889183044,-0.18359901010990143
CWE-79,CWE-706,64.0,0.0017418835777789354,0.038216229528188705,-0.06011076271533966,-0.03729468584060669
CWE-79,CWE-285,138.0,0.0017418835777789354,0.038216229528188705,-0.046891193836927414,0.008127530105412006
CWE-79,CWE-90,25.0,0.0017418835777789354,0.038216229528188705,0.10086046159267426,0.0804239884018898
CWE-79,CWE-1022,3.0,0.0017418835777789354,0.038216229528188705,0.13615329563617706,0.40207332372665405
CWE-79,CWE-404,138.0,0.0017418835777789354,0.038216229528188705,0.007670851424336433,0.02081386186182499
CWE-79,CWE-913,21.0,0.0017418835777789354,0.038216229528188705,-0.062243539839982986,-0.10958512127399445
CWE-79,CWE-275,18.0,0.0017418835777789354,0.038216229528188705,-0.11444418877363205,0.0013461115304380655
CWE-79,CWE-80,67.0,0.0017418835777789354,0.038216229528188705,0.09519848972558975,0.11951696872711182
CWE-79,CWE-804,3.0,0.0017418835777789354,0.038216229528188705,-0.14637665450572968,0.3539044260978699
CWE-79,CWE-407,20.0,0.0017418835777789354,0.038216229528188705,0.11985025554895401,0.05160811170935631
CWE-79,CWE-916,123.0,0.0017418835777789354,0.038216229528188705,0.03123750537633896,0.07284610718488693
CWE-79,CWE-611,496.0,0.0017418835777789354,0.038216229528188705,0.024818701669573784,0.047115977853536606
CWE-79,CWE-200,1956.0,0.0017418835777789354,0.038216229528188705,0.010003194212913513,0.0025022828485816717
CWE-79,CWE-524,14.0,0.0017418835777789354,0.038216229528188705,0.017076458781957626,0.19910961389541626
CWE-79,CWE-219,1.0,0.0017418835777789354,0.038216229528188705,-0.3956414759159088,0.15214712917804718
CWE-79,CWE-321,279.0,0.0017418835777789354,0.038216229528188705,-0.02954750321805477,0.03298931196331978
CWE-79,CWE-358,31.0,0.0017418835777789354,0.038216229528188705,0.07049589604139328,0.07774179428815842
CWE-79,CWE-158,25.0,0.0017418835777789354,0.038216229528188705,-0.11965882033109665,-0.008243951946496964
CWE-79,CWE-178,23.0,0.0017418835777789354,0.038216229528188705,-0.12951764464378357,-0.07161202281713486
CWE-79,CWE-1108,1.0,0.0017418835777789354,0.038216229528188705,0.35724836587905884,-0.28851455450057983
CWE-79,CWE-672,21.0,0.0017418835777789354,0.038216229528188705,0.051117099821567535,-0.1249784305691719
CWE-79,CWE-298,5.0,0.0017418835777789354,0.038216229528188705,-0.2142883688211441,0.08153171092271805
CWE-79,CWE-449,2.0,0.0017418835777789354,0.038216229528188705,-0.050308406352996826,-0.43172046542167664
CWE-79,CWE-312,240.0,0.0017418835777789354,0.038216229528188705,-0.013835513032972813,0.017559358850121498
CWE-79,CWE-417,9.0,0.0017418835777789354,0.038216229528188705,0.14705494046211243,0.13297243416309357
CWE-79,CWE-434,1106.0,0.0017418835777789354,0.038216229528188705,-0.010650712065398693,0.05606949329376221
CWE-79,CWE-264,921.0,0.0017418835777789354,0.038216229528188705,0.022591320797801018,0.004412608686834574
CWE-79,CWE-644,12.0,0.0017418835777789354,0.038216229528188705,0.07799530774354935,0.22089846432209015
CWE-79,CWE-117,13.0,0.0017418835777789354,0.038216229528188705,-0.16495096683502197,-0.08664260059595108
CWE-79,CWE-915,18.0,0.0017418835777789354,0.038216229528188705,-0.02684653177857399,0.16777528822422028
CWE-80,CWE-309,1.0,0.09519848972558975,0.11951696872711182,0.31272467970848083,0.5575903654098511
CWE-80,CWE-862,23.0,0.09519848972558975,0.11951696872711182,0.01283059548586607,0.05784422531723976
CWE-80,CWE-1280,1.0,0.09519848972558975,0.11951696872711182,0.39175769686698914,0.4127642512321472
CWE-80,CWE-146,1.0,0.09519848972558975,0.11951696872711182,0.21168571710586548,0.3200015127658844
CWE-80,CWE-94,21.0,0.09519848972558975,0.11951696872711182,0.016311705112457275,0.03439301252365112
CWE-80,CWE-1320,1.0,0.09519848972558975,0.11951696872711182,0.6063017249107361,-0.04371904954314232
CWE-80,CWE-647,1.0,0.09519848972558975,0.11951696872711182,0.4954056441783905,0.24247898161411285
CWE-80,CWE-918,29.0,0.09519848972558975,0.11951696872711182,0.0036613186821341515,0.078427255153656
CWE-80,CWE-1260,3.0,0.09519848972558975,0.11951696872711182,0.2989019453525543,0.05413614213466644
CWE-81,CWE-288,1.0,0.38668620586395264,0.4348281919956207,-0.06181023269891739,0.05840801075100899
CWE-81,CWE-193,1.0,0.38668620586395264,0.4348281919956207,0.06549106538295746,-0.06289135664701462
CWE-83,CWE-144,1.0,0.293936550617218,-0.04254996031522751,0.5385280251502991,-0.15838423371315002
CWE-83,CWE-862,3.0,0.293936550617218,-0.04254996031522751,0.01283059548586607,0.05784422531723976
CWE-83,CWE-290,3.0,0.293936550617218,-0.04254996031522751,0.056771259754896164,0.02138618566095829
