vendor,pca_x,pca_y,archetype_cluster,archetype_label,total_cves,share_CWE-79,share_CWE-89,share_CWE-787,share_CWE-119,share_CWE-20,share_CWE-22,share_CWE-352,share_CWE-125,share_CWE-862,share_CWE-200,share_CWE-416,share_CWE-78,share_CWE-476,share_CWE-264,share_CWE-94,share_CWE-284,share_CWE-287,share_CWE-434,share_CWE-120,share_CWE-74,share_Other
gallery project,0.5772638343001998,1.1749044675141183,0,Diffuse (no dominant category),28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
garage management system project,2.1266198798073948,-1.4148479128975628,1,Web-injection-heavy,23,0.3181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.0,0.0,0.0
gdraheim,-2.745096000344055,-1.2527513237840715,2,Memory-safety-heavy,22,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.29411764705882354
ge,-0.6368940810540489,1.0080343667293674,0,Diffuse (no dominant category),128,0.06140350877192982,0.0,0.05263157894736842,0.11403508771929824,0.07894736842105263,0.07017543859649122,0.0,0.0,0.0,0.008771929824561403,0.0,0.008771929824561403,0.0,0.017543859649122806,0.02631578947368421,0.0,0.02631578947368421,0.017543859649122806,0.008771929824561403,0.0,0.5087719298245614
geeklog,1.8417537523244223,-1.3874551849709034,1,Web-injection-heavy,32,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gehealthcare,-0.9486521451912581,1.6977476301582248,0,Diffuse (no dominant category),34,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788
gemalto,-0.5323075731799435,1.1377536365500305,0,Diffuse (no dominant category),26,0.04,0.0,0.04,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.24
gentoo,-0.5235137877613367,1.4360974706657927,0,Diffuse (no dominant category),178,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.4791666666666667
geovision,0.18127956601309025,1.41082856051916,0,Diffuse (no dominant category),27,0.13043478260869565,0.0,0.08695652173913043,0.0,0.0,0.13043478260869565,0.0,0.0,0.043478260869565216,0.0,0.0,0.13043478260869565,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.30434782608695654
get-simple,2.1827343668993677,-1.1485991425110096,1,Web-injection-heavy,47,0.6590909090909091,0.0,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.0,0.022727272727272728
getgrav,1.353816537659954,0.08852162398693125,1,Web-injection-heavy,74,0.36619718309859156,0.0,0.0,0.0,0.0,0.11267605633802817,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.16901408450704225,0.0,0.0,0.028169014084507043,0.0,0.014084507042253521,0.2676056338028169
getkirby,1.3034676013753717,-0.33757136628436596,1,Web-injection-heavy,44,0.38636363636363635,0.0,0.0,0.0,0.022727272727272728,0.06818181818181818,0.022727272727272728,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.045454545454545456,0.3181818181818182
getshortcodes,1.8892879610730695,-1.1276310692385625,1,Web-injection-heavy,25,0.68,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
geutebrueck,0.14706201351863418,1.5525242620776196,0,Diffuse (no dominant category),27,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.19230769230769232
gfi,0.9573067804640922,-0.475295755102266,1,Web-injection-heavy,50,0.5681818181818182,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.3409090909090909
gforge,0.9078653279828284,-0.7703328650992242,1,Web-injection-heavy,22,0.26666666666666666,0.4666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
ggml,-2.5878088953323477,-1.028475574353919,2,Memory-safety-heavy,20,0.0,0.0,0.35,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
ghost,1.0669982557945985,0.8524044966377005,0,Diffuse (no dominant category),33,0.25806451612903225,0.06451612903225806,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.2903225806451613
gilacms,2.404246059315618,-1.3817373405846711,1,Web-injection-heavy,25,0.32,0.2,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04
gimp,-2.257133322963731,-0.6347269730962584,2,Memory-safety-heavy,109,0.0,0.0,0.2761904761904762,0.0,0.0,0.0,0.0,0.10476190476190476,0.009523809523809525,0.0,0.01904761904761905,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.5333333333333333
git-scm,-0.7424012969593118,0.9199458005918244,0,Diffuse (no dominant category),41,0.027777777777777776,0.0,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.5555555555555556
gitea,0.5052374298205603,2.6163076451125007,0,Diffuse (no dominant category),53,0.14583333333333334,0.0,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0625,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.4166666666666667
github,-0.009391781458293086,1.2574469260688923,0,Diffuse (no dominant category),157,0.07971014492753623,0.007246376811594203,0.0,0.0,0.021739130434782608,0.08695652173913043,0.014492753623188406,0.0,0.043478260869565216,0.014492753623188406,0.0,0.014492753623188406,0.007246376811594203,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.007246376811594203,0.6594202898550725
gitlab,0.187641055407487,1.0249062667828082,0,Diffuse (no dominant category),1457,0.1660482374768089,0.0009276437847866419,0.0009276437847866419,0.0,0.014842300556586271,0.027829313543599257,0.016697588126159554,0.0,0.0640074211502783,0.04359925788497217,0.0,0.0027829313543599257,0.0,0.0027829313543599257,0.012059369202226345,0.0037105751391465678,0.015769944341372914,0.0027829313543599257,0.0,0.00463821892393321,0.6205936920222634
gitpython project,0.2035490919639939,1.7848473997388568,0,Diffuse (no dominant category),29,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.0,0.0,0.0,0.07142857142857142,0.0,0.17857142857142858,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,0.4642857142857143
givewp,1.5845544386568053,-0.4875510976826508,1,Web-injection-heavy,60,0.3448275862068966,0.05172413793103448,0.0,0.0,0.0,0.017241379310344827,0.10344827586206896,0.0,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.017241379310344827,0.0,0.0,0.27586206896551724
gl-inet,0.26411855104941734,1.3791925714108273,0,Diffuse (no dominant category),57,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.02040816326530612,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.02040816326530612,0.04081632653061224,0.02040816326530612,0.04081632653061224,0.5102040816326531
glpi-project,1.2932066897635957,-0.11522300385459137,1,Web-injection-heavy,204,0.292817679558011,0.2430939226519337,0.0,0.0,0.016574585635359115,0.03314917127071823,0.027624309392265192,0.0,0.027624309392265192,0.027624309392265192,0.0,0.0055248618784530384,0.0,0.011049723756906077,0.022099447513812154,0.03867403314917127,0.0055248618784530384,0.022099447513812154,0.0,0.027624309392265192,0.19889502762430938
gluster,-1.9375487965837377,0.2032537256360941,2,Memory-safety-heavy,23,0.0,0.0,0.05,0.0,0.1,0.05,0.0,0.05,0.0,0.1,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4
glyphandcog,-2.8011120664949214,-1.2275535679538179,2,Memory-safety-heavy,55,0.0,0.0,0.05454545454545454,0.10909090909090909,0.07272727272727272,0.0,0.0,0.2909090909090909,0.0,0.0,0.01818181818181818,0.0,0.05454545454545454,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.38181818181818183
gnome,-1.299988632272944,0.7460012988955642,0,Diffuse (no dominant category),353,0.022556390977443608,0.0,0.06015037593984962,0.06766917293233082,0.06390977443609022,0.03007518796992481,0.0,0.04887218045112782,0.0,0.041353383458646614,0.011278195488721804,0.011278195488721804,0.03007518796992481,0.041353383458646614,0.022556390977443608,0.0037593984962406013,0.018796992481203006,0.0,0.0037593984962406013,0.007518796992481203,0.5150375939849624
gnu,-2.410706367753057,-0.7732892925945075,2,Memory-safety-heavy,1184,0.008213552361396304,0.0,0.12217659137577003,0.13860369609856263,0.03593429158110883,0.01642710472279261,0.00513347022587269,0.1026694045174538,0.001026694045174538,0.009240246406570842,0.03182751540041068,0.014373716632443531,0.07905544147843943,0.019507186858316223,0.01026694045174538,0.002053388090349076,0.004106776180698152,0.001026694045174538,0.013347022587268994,0.003080082135523614,0.38193018480492813
gnupg,-1.393785953504362,0.7167585750369199,0,Diffuse (no dominant category),55,0.0,0.0,0.09615384615384616,0.057692307692307696,0.11538461538461539,0.0,0.019230769230769232,0.0,0.0,0.1346153846153846,0.038461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.4807692307692308
goabode,-0.37214503407810245,2.2115168023009337,0,Diffuse (no dominant category),40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.55
goauthentik,-0.15868087158096025,4.353155864670401,0,Diffuse (no dominant category),33,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.2727272727272727,0.0,0.0,0.0,0.5454545454545454
gogs,1.1312172789239918,0.9164201068454197,0,Diffuse (no dominant category),49,0.14893617021276595,0.0,0.0,0.0,0.0,0.19148936170212766,0.02127659574468085,0.0,0.10638297872340426,0.0,0.0,0.06382978723404255,0.0,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.3829787234042553
golang,-0.6018972930710949,0.9754360976589527,0,Diffuse (no dominant category),222,0.0427807486631016,0.0,0.016042780748663103,0.0213903743315508,0.0213903743315508,0.0374331550802139,0.0,0.0106951871657754,0.016042780748663103,0.0053475935828877,0.0,0.0053475935828877,0.0213903743315508,0.0106951871657754,0.0481283422459893,0.0053475935828877,0.0,0.0053475935828877,0.0053475935828877,0.0213903743315508,0.7058823529411765
gonitro,-3.5749688845047225,-2.1616318020653082,2,Memory-safety-heavy,35,0.0,0.0,0.25806451612903225,0.0,0.03225806451612903,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.1935483870967742,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903
google,-2.150010565074264,-0.9313943185170354,2,Memory-safety-heavy,15404,0.009910653952999475,0.0021773406411892786,0.11990389668894061,0.04790149410616413,0.08574217283579848,0.003979277723552819,0.0020271792176589833,0.09490201967114648,0.058938358735640815,0.039717696523763044,0.1410766574067122,0.0004504842705908852,0.011111945341241835,0.03138373751783167,0.0027779863353104587,0.01126210676477213,0.004054358435317967,0.0002252421352954426,0.009159846835347998,0.0015766949470680982,0.3217208499136572
gopiplus,1.7996712468663831,-1.6766495532906438,1,Web-injection-heavy,35,0.42424242424242425,0.5151515151515151,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gopro,-3.3631722039015273,-2.657849602871605,2,Memory-safety-heavy,20,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15
gotenna,-0.8476646139503673,2.404951038092565,0,Diffuse (no dominant category),28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666
gpac,-4.266418581317529,-2.514855730119654,2,Memory-safety-heavy,402,0.0,0.0,0.1679790026246719,0.07611548556430446,0.0,0.0,0.0,0.07611548556430446,0.0,0.0,0.08398950131233596,0.0,0.2677165354330709,0.0,0.0,0.0,0.0,0.0,0.05249343832020997,0.0,0.2755905511811024
gradio project,0.3369072417011708,1.2168914128397117,0,Diffuse (no dominant category),50,0.022222222222222223,0.0,0.0,0.0,0.0,0.2222222222222222,0.022222222222222223,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.044444444444444446,0.0,0.0,0.6444444444444445
gradle,-0.4608234828933463,1.7005862148315243,0,Diffuse (no dominant category),50,0.022222222222222223,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.044444444444444446,0.0,0.044444444444444446,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.8
grafana,0.4056846137384254,1.3238250553373616,0,Diffuse (no dominant category),125,0.24324324324324326,0.009009009009009009,0.018018018018018018,0.0,0.009009009009009009,0.09009009009009009,0.009009009009009009,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.009009009009009009,0.036036036036036036,0.036036036036036036,0.0,0.0,0.0,0.4864864864864865
grandstream,-0.07378513288201753,0.8974255173837191,0,Diffuse (no dominant category),55,0.041666666666666664,0.125,0.0625,0.020833333333333332,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.2916666666666667,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.3125
graphicsmagick,-3.3875053020179284,-1.876165030784284,2,Memory-safety-heavy,121,0.0,0.0,0.08035714285714286,0.20535714285714285,0.0625,0.0,0.0,0.23214285714285715,0.0,0.008928571428571428,0.0625,0.0,0.09821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
graylog,0.43268529446124926,0.5311929392549153,0,Diffuse (no dominant category),22,0.4090909090909091,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
groupsession,0.8904401385681913,0.07870168980010675,1,Web-injection-heavy,20,0.35,0.05,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
growatt,-0.6113497366180063,1.296473469316304,0,Diffuse (no dominant category),35,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142857
gstreamer,-3.380671306214187,-1.9923654131001178,2,Memory-safety-heavy,116,0.0,0.0,0.1826086956521739,0.06086956521739131,0.0,0.0,0.0,0.28695652173913044,0.0,0.0,0.043478260869565216,0.0,0.0782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173
gunet,1.177703567511839,0.8646947743601858,0,Diffuse (no dominant category),20,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333
gvectors,1.922832423331341,-1.0475204003810188,1,Web-injection-heavy,69,0.3492063492063492,0.07936507936507936,0.0,0.0,0.0,0.015873015873015872,0.15873015873015872,0.0,0.12698412698412698,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.20634920634920634
h2o,-0.4847266503086691,0.9986398643804216,0,Diffuse (no dominant category),35,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.03225806451612903,0.0,0.7096774193548387
h3c,-2.919641763345217,-2.2618450551186986,2,Memory-safety-heavy,181,0.005681818181818182,0.005681818181818182,0.8238636363636364,0.005681818181818182,0.0,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.03977272727272727,0.005681818181818182,0.05113636363636364
hackerbay,0.2943986336213768,1.7763326875512053,0,Diffuse (no dominant category),23,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.5217391304347826
halo,1.6941419354876972,-0.2800676132726125,1,Web-injection-heavy,33,0.4838709677419355,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0967741935483871,0.0,0.03225806451612903,0.1935483870967742
hancom,-2.701607508590344,-1.4496404396954898,2,Memory-safety-heavy,25,0.0,0.0,0.16,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.24
haproxy,-1.6573088690519544,0.5160262099487763,0,Diffuse (no dominant category),37,0.0,0.0,0.03125,0.15625,0.0625,0.0,0.0,0.09375,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.53125
harmistechnology,1.6233072822678472,-0.9039122514464373,1,Web-injection-heavy,22,0.1,0.65,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
hashicorp,-0.4547401570739083,1.5334914452971002,0,Diffuse (no dominant category),194,0.027210884353741496,0.006802721088435374,0.0,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.047619047619047616,0.006802721088435374,0.0,0.0,0.006802721088435374,0.0,0.006802721088435374,0.0,0.027210884353741496,0.0,0.0,0.0,0.8095238095238095
hasthemes,2.228709003050589,-1.3746528735487995,1,Web-injection-heavy,82,0.5844155844155844,0.0,0.0,0.0,0.0,0.05194805194805195,0.19480519480519481,0.0,0.06493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.09090909090909091
haxx,-1.7267123855630024,0.6844368583044768,0,Diffuse (no dominant category),207,0.0,0.0,0.06077348066298342,0.06629834254143646,0.03867403314917127,0.0055248618784530384,0.0,0.0718232044198895,0.0,0.04419889502762431,0.06629834254143646,0.0,0.0055248618784530384,0.011049723756906077,0.0,0.0055248618784530384,0.04419889502762431,0.0,0.0055248618784530384,0.011049723756906077,0.56353591160221
hcltech,-0.021834845304230535,0.9214924337958338,0,Diffuse (no dominant category),455,0.17380352644836272,0.015113350125944584,0.022670025188916875,0.0,0.020151133501259445,0.012594458438287154,0.030226700251889168,0.0,0.0025188916876574307,0.05037783375314862,0.0,0.005037783375314861,0.0,0.0,0.0025188916876574307,0.012594458438287154,0.005037783375314861,0.027707808564231738,0.007556675062972292,0.0025188916876574307,0.6095717884130982
hcltechsw,-0.5439055718517226,1.2339921772130207,0,Diffuse (no dominant category),51,0.1388888888888889,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778
hdfgroup,-3.1242826395719328,-1.6721031038902465,2,Memory-safety-heavy,136,0.0,0.0,0.22058823529411764,0.09558823529411764,0.007352941176470588,0.0,0.0,0.20588235294117646,0.0,0.0,0.029411764705882353,0.0,0.0661764705882353,0.0,0.0,0.0,0.0,0.0,0.03676470588235294,0.0,0.3382352941176471
heateor,1.8347944963242984,-1.291921109341706,1,Web-injection-heavy,23,0.8571428571428571,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
helm,-0.05810006072307196,0.7890407886037611,0,Diffuse (no dominant category),30,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.11538461538461539,0.46153846153846156
hgiga,1.2217216572964147,0.4337937555012328,1,Web-injection-heavy,34,0.12121212121212122,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.06060606060606061,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.09090909090909091
hihonor,-1.481155912871678,0.7782984063022851,0,Diffuse (no dominant category),24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.8235294117647058
hikvision,-0.7134451545306489,1.6652023817977566,0,Diffuse (no dominant category),36,0.06896551724137931,0.034482758620689655,0.0,0.2413793103448276,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.0,0.3103448275862069
hitachi,-0.05364499069196493,0.9371525530453819,0,Diffuse (no dominant category),204,0.1746031746031746,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.07142857142857142,0.031746031746031744,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.031746031746031744,0.0,0.023809523809523808,0.0,0.015873015873015872,0.047619047619047616,0.0,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.0,0.46825396825396826
hitachienergy,-0.4040803524644562,1.3053996072295906,0,Diffuse (no dominant category),103,0.08045977011494253,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.10344827586206896,0.034482758620689655,0.011494252873563218,0.0,0.0,0.034482758620689655,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218,0.0,0.034482758620689655,0.022988505747126436,0.011494252873563218,0.011494252873563218,0.5747126436781609
honeywell,-0.496109330527182,0.807965811729304,0,Diffuse (no dominant category),103,0.031578947368421054,0.010526315789473684,0.09473684210526316,0.042105263157894736,0.031578947368421054,0.09473684210526316,0.021052631578947368,0.010526315789473684,0.0,0.021052631578947368,0.0,0.031578947368421054,0.0,0.0,0.010526315789473684,0.010526315789473684,0.0,0.010526315789473684,0.0,0.021052631578947368,0.5578947368421052
hongcms project,2.4285037097851356,-0.8521053725860357,1,Web-injection-heavy,20,0.47058823529411764,0.058823529411764705,0.0,0.0,0.0,0.29411764705882354,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
hono,0.4666096711705466,0.8424229277686666,0,Diffuse (no dominant category),38,0.08333333333333333,0.0,0.0,0.0,0.0,0.1388888888888889,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.08333333333333333,0.5833333333333334
honor,-0.5573587293301676,1.3644716498517695,0,Diffuse (no dominant category),22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.9090909090909091
horde,1.6523297486279276,-0.41864894145847015,1,Web-injection-heavy,114,0.6176470588235294,0.0,0.0,0.0,0.029411764705882353,0.04411764705882353,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.058823529411764705,0.07352941176470588,0.0,0.014705882352941176,0.014705882352941176,0.0,0.0,0.029411764705882353
hornerautomation,-2.8781616731338584,-1.5053120036711827,2,Memory-safety-heavy,35,0.0,0.0,0.3235294117647059,0.0,0.08823529411764706,0.0,0.0,0.23529411764705882,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235294117647059
hospital management system project,1.9159989484081248,-1.8405869476916656,1,Web-injection-heavy,43,0.23809523809523808,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
hospital\'s patient records management system project,1.487102984198591,-1.4695552424351477,1,Web-injection-heavy,26,0.19230769230769232,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
hosting controller,0.06531121033587194,1.0636136103103133,0,Diffuse (no dominant category),37,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hp,-0.2402802356462503,0.9634415735037533,0,Diffuse (no dominant category),2335,0.14103653355989804,0.01784197111299915,0.013593882752761258,0.10790144435004248,0.11979609175870858,0.03058623619371283,0.03313508920985556,0.0033984706881903144,0.0008496176720475786,0.07816482582837724,0.0008496176720475786,0.016992353440951572,0.0016992353440951572,0.04927782497875956,0.020390824129141887,0.010195412064570943,0.02463891248937978,0.004248088360237893,0.02463891248937978,0.005097706032285472,0.29566694987255737
hpe,-0.41432324599318493,1.6701820124143154,0,Diffuse (no dominant category),224,0.04878048780487805,0.024390243902439025,0.012195121951219513,0.012195121951219513,0.036585365853658534,0.11585365853658537,0.006097560975609756,0.006097560975609756,0.0,0.03048780487804878,0.006097560975609756,0.024390243902439025,0.006097560975609756,0.0,0.036585365853658534,0.024390243902439025,0.07926829268292683,0.0,0.16463414634146342,0.012195121951219513,0.35365853658536583
