vendor,pca_x,pca_y,archetype_cluster,archetype_label,total_cves,share_CWE-79,share_CWE-89,share_CWE-787,share_CWE-119,share_CWE-20,share_CWE-22,share_CWE-352,share_CWE-125,share_CWE-862,share_CWE-200,share_CWE-416,share_CWE-78,share_CWE-476,share_CWE-264,share_CWE-94,share_CWE-284,share_CWE-287,share_CWE-434,share_CWE-120,share_CWE-74,share_Other
kibokolabs,1.9184129538142396,-1.3957458181161742,1,Web-injection-heavy,60,0.7833333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
kimai,1.3964110527216547,-0.4805795202861318,1,Web-injection-heavy,20,0.2777777777777778,0.0,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889
kingsoft,-1.5579634537673468,0.05209809042445009,0,Diffuse (no dominant category),25,0.0,0.0,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182
kodcloud,0.9236662783468672,0.2294605371830033,1,Web-injection-heavy,24,0.3181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.4090909090909091
koha,1.822891859496616,-0.7816440296272023,1,Web-injection-heavy,24,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
kubernetes,-0.3097199933124151,1.4498581786608502,0,Diffuse (no dominant category),93,0.0,0.0,0.0,0.0,0.10144927536231885,0.08695652173913043,0.014492753623188406,0.0,0.028985507246376812,0.043478260869565216,0.0,0.0,0.014492753623188406,0.043478260869565216,0.028985507246376812,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406,0.6086956521739131
kubevirt,0.061741933277147436,2.933195264957963,0,Diffuse (no dominant category),20,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.0,0.5263157894736842
kyocera,0.44754426282637705,0.18855420613066046,0,Diffuse (no dominant category),31,0.14814814814814814,0.0,0.0,0.0,0.0,0.2222222222222222,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.25925925925925924
langchain,0.5307701565804616,0.6916304027453037,0,Diffuse (no dominant category),49,0.0,0.06818181818181818,0.0,0.0,0.022727272727272728,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.1590909090909091,0.5227272727272727
langflow,0.6801296597698886,1.5743450795581349,0,Diffuse (no dominant category),143,0.014814814814814815,0.007407407407407408,0.0,0.0,0.0,0.1925925925925926,0.0,0.0,0.014814814814814815,0.022222222222222223,0.0,0.02962962962962963,0.0,0.0,0.2074074074074074,0.022222222222222223,0.007407407407407408,0.0,0.0,0.014814814814814815,0.4666666666666667
langgenius,0.25596048267400096,1.9056025511803154,0,Diffuse (no dominant category),27,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,0.0,0.5652173913043478
lantronix,0.15546258945257152,1.110978862631867,0,Diffuse (no dominant category),43,0.024390243902439025,0.0,0.12195121951219512,0.0,0.0,0.17073170731707318,0.04878048780487805,0.0,0.0,0.0,0.0,0.4146341463414634,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122
laravel,0.4787994277683267,0.9849391534068467,0,Diffuse (no dominant category),27,0.1111111111111111,0.07407407407407407,0.0,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.0,0.037037037037037035,0.07407407407407407,0.0,0.0,0.4074074074074074
lcds,-1.3167095563289088,-0.7207771210311614,2,Memory-safety-heavy,22,0.047619047619047616,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.09523809523809523
leap13,2.0513682940574443,-1.3646925290576568,1,Web-injection-heavy,45,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818
leevio,2.1473565290159766,-1.5023222790437056,1,Web-injection-heavy,26,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lenovo,-0.8572937993614702,1.3130864162306695,0,Diffuse (no dominant category),408,0.041935483870967745,0.00967741935483871,0.02258064516129032,0.02258064516129032,0.05806451612903226,0.0064516129032258064,0.00967741935483871,0.04516129032258064,0.0064516129032258064,0.04516129032258064,0.0032258064516129032,0.035483870967741936,0.0032258064516129032,0.05161290322580645,0.00967741935483871,0.01935483870967742,0.03870967741935484,0.0064516129032258064,0.07419354838709677,0.0032258064516129032,0.4870967741935484
level1,-1.639152822567937,-0.6416630581962883,2,Memory-safety-heavy,33,0.0,0.0,0.4482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862
lexmark,-0.48310709620125725,0.6227065309884836,0,Diffuse (no dominant category),66,0.10344827586206896,0.0,0.034482758620689655,0.13793103448275862,0.1206896551724138,0.10344827586206896,0.017241379310344827,0.017241379310344827,0.0,0.06896551724137931,0.017241379310344827,0.0,0.0,0.017241379310344827,0.017241379310344827,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.0,0.29310344827586204
lfprojects,0.3560731303122,0.9721605749392546,0,Diffuse (no dominant category),114,0.05,0.0,0.0,0.0,0.01,0.22,0.02,0.01,0.04,0.0,0.02,0.03,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.01,0.54
lg,0.9817814621746497,1.9251676077742972,0,Diffuse (no dominant category),66,0.05172413793103448,0.0,0.0,0.0,0.0,0.3793103448275862,0.0,0.0,0.0,0.06896551724137931,0.0,0.1206896551724138,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.0,0.0,0.29310344827586204
libarchive,-3.5357046401990058,-2.018768618643042,2,Memory-safety-heavy,76,0.0,0.0,0.05263157894736842,0.11842105263157894,0.06578947368421052,0.013157894736842105,0.0,0.3026315789473684,0.0,0.0,0.039473684210526314,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27631578947368424
libav,-3.1269095439756907,-1.4800121401486306,2,Memory-safety-heavy,108,0.0,0.0,0.04878048780487805,0.35365853658536583,0.04878048780487805,0.0,0.0,0.15853658536585366,0.0,0.0,0.0,0.0,0.13414634146341464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25609756097560976
libbiosig project,-1.8253634913155274,0.15080307957995479,2,Memory-safety-heavy,41,0.0,0.0,0.21951219512195122,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7073170731707317
libdwarf project,-4.425749068909167,-3.2127252181767822,2,Memory-safety-heavy,45,0.0,0.0,0.08888888888888889,0.06666666666666667,0.022222222222222223,0.0,0.0,0.4666666666666667,0.0,0.0,0.022222222222222223,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556
libexif project,-2.078657892003309,-0.13046796964735938,2,Memory-safety-heavy,23,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909
libexpat project,-1.980888720679138,0.2929265517870393,2,Memory-safety-heavy,63,0.0,0.0,0.0,0.04838709677419355,0.016129032258064516,0.0,0.0,0.016129032258064516,0.0,0.0,0.0967741935483871,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935483870968
libgd,-2.523373260612827,-0.8339951826261595,2,Memory-safety-heavy,39,0.0,0.0,0.027777777777777776,0.16666666666666666,0.08333333333333333,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667
liblouis,-3.4652222866947966,-2.479769931597303,2,Memory-safety-heavy,22,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0
libming,-3.3818725974258386,-1.6441631580351863,2,Memory-safety-heavy,124,0.0,0.0,0.08064516129032258,0.1693548387096774,0.008064516129032258,0.0,0.0,0.1532258064516129,0.0,0.04838709677419355,0.06451612903225806,0.0,0.14516129032258066,0.0,0.0,0.0,0.0,0.0,0.04032258064516129,0.0,0.2903225806451613
libmobi project,-4.137798498663266,-3.1412509527272925,2,Memory-safety-heavy,21,0.0,0.0,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.5714285714285714,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libpng,-2.6247771456102713,-0.8569727417964225,2,Memory-safety-heavy,59,0.0,0.0,0.037037037037037035,0.14814814814814814,0.037037037037037035,0.0,0.0,0.18518518518518517,0.0,0.037037037037037035,0.05555555555555555,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.3888888888888889
library management system project,1.6107687270231956,-1.7929317459663097,1,Web-injection-heavy,34,0.08823529411764706,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0
libraw,-3.120441372797568,-1.584540766690237,2,Memory-safety-heavy,65,0.0,0.0,0.1875,0.140625,0.03125,0.0,0.0,0.203125,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.3125
librechat,0.15232398750506365,1.1931858603238052,0,Diffuse (no dominant category),51,0.06382978723404255,0.0,0.0,0.0,0.02127659574468085,0.06382978723404255,0.0,0.0,0.10638297872340426,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.6808510638297872
librehealth,1.7900360382811447,-0.9725269885083886,1,Web-injection-heavy,22,0.42857142857142855,0.14285714285714285,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.09523809523809523
librenms,1.5343876105923127,-0.8270187562307593,1,Web-injection-heavy,104,0.6666666666666666,0.11764705882352941,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0392156862745098,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0196078431372549,0.09803921568627451
libreoffice,-1.2173726171320307,0.6061105503364742,0,Diffuse (no dominant category),71,0.0,0.0,0.1206896551724138,0.1206896551724138,0.10344827586206896,0.08620689655172414,0.0,0.017241379310344827,0.0,0.05172413793103448,0.017241379310344827,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.46551724137931033
libreswan,-3.00383874833324,-0.5307840454554151,2,Memory-safety-heavy,24,0.0,0.0,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616
libsdl,-3.603354189401976,-2.5828373684931814,2,Memory-safety-heavy,47,0.0,0.0,0.3191489361702128,0.0425531914893617,0.0,0.0,0.0,0.3617021276595745,0.0,0.0,0.02127659574468085,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
libsndfile project,-2.9689418681694217,-1.6399579565502602,2,Memory-safety-heavy,32,0.0,0.0,0.06451612903225806,0.22580645161290322,0.0,0.0,0.0,0.3548387096774194,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903
libssh,-2.101262593885839,0.3481456673057777,2,Memory-safety-heavy,45,0.0,0.0,0.023809523809523808,0.047619047619047616,0.0,0.023809523809523808,0.0,0.047619047619047616,0.0,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.023809523809523808,0.5476190476190477
libssh2,-2.463447063880658,-0.7947514341843891,2,Memory-safety-heavy,25,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.36,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
libtiff,-2.884184367170292,-1.349599691537554,2,Memory-safety-heavy,262,0.0,0.0,0.17355371900826447,0.22727272727272727,0.07024793388429752,0.0,0.0,0.1652892561983471,0.0,0.0,0.008264462809917356,0.0,0.06198347107438017,0.0,0.0,0.0,0.0,0.0,0.02066115702479339,0.0,0.2727272727272727
libvips,-1.989870955252241,0.06268963296228518,2,Memory-safety-heavy,20,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
libvnc project,-3.4712162355430083,-1.925715318447093,2,Memory-safety-heavy,24,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.3333333333333333
libxls project,-3.141426166887175,-1.7249088536092563,2,Memory-safety-heavy,20,0.0,0.0,0.55,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
liferay,1.038592811084057,-0.24931692589469304,1,Web-injection-heavy,338,0.5046439628482973,0.015479876160990712,0.0,0.0,0.0,0.021671826625386997,0.04024767801857585,0.0,0.02786377708978328,0.009287925696594427,0.0,0.009287925696594427,0.0,0.0030959752321981426,0.0,0.0,0.0030959752321981426,0.01238390092879257,0.0,0.0030959752321981426,0.3498452012383901
lighttpd,-0.8484608798208394,0.7893971623377428,0,Diffuse (no dominant category),35,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.17391304347826086,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.43478260869565216
limesurvey,1.407045212018095,-0.5696595169782253,1,Web-injection-heavy,82,0.44,0.13333333333333333,0.0,0.0,0.013333333333333334,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.05333333333333334,0.0,0.013333333333333334,0.2
linecorp,-0.26732956726014034,2.3428659865915704,0,Diffuse (no dominant category),93,0.07692307692307693,0.0,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.10256410256410256,0.0,0.0,0.02564102564102564,0.6666666666666666
linksys,-0.930248660564944,0.8841860092318704,0,Diffuse (no dominant category),223,0.04945054945054945,0.0,0.03296703296703297,0.22527472527472528,0.02197802197802198,0.01098901098901099,0.016483516483516484,0.0,0.0,0.005494505494505495,0.0,0.11538461538461539,0.005494505494505495,0.016483516483516484,0.01098901098901099,0.02197802197802198,0.016483516483516484,0.0,0.04945054945054945,0.005494505494505495,0.3956043956043956
linux,-3.709637161392234,-1.7189825144595285,2,Memory-safety-heavy,15034,0.0,0.0,0.056144556098460405,0.0211118281552503,0.01567253618512031,0.0005531483359454227,0.0,0.06499492947358716,0.0015672536185120309,0.02304784733105928,0.15248455794228818,0.0,0.20955102793399097,0.014842813681202176,0.00046095694662118557,0.0034110814049967734,0.0007375311145938969,0.0,0.009126947543099475,0.00027657416797271134,0.42601641006729973
linuxcontainers,-1.2492246197410999,1.1138120947082464,0,Diffuse (no dominant category),32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.13333333333333333,0.1,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.5666666666666667
linuxfoundation,-1.4519747201150948,0.19759115841364694,0,Diffuse (no dominant category),555,0.01160541586073501,0.013539651837524178,0.11411992263056092,0.02127659574468085,0.025145067698259187,0.05415860735009671,0.005802707930367505,0.058027079303675046,0.013539651837524178,0.007736943907156673,0.017408123791102514,0.01160541586073501,0.048355899419729204,0.005802707930367505,0.015473887814313346,0.0019342359767891683,0.02127659574468085,0.005802707930367505,0.009671179883945842,0.005802707930367505,0.5319148936170213
litellm,0.05359335692774075,2.0674084186569783,0,Diffuse (no dominant category),37,0.0,0.11428571428571428,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.11428571428571428,0.0,0.0,0.0,0.6
litespeedtech,0.0193224903864809,-0.35565096129321355,0,Diffuse (no dominant category),34,0.2903225806451613,0.0,0.0,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225
live555,-3.81256607988787,-2.350639736190275,2,Memory-safety-heavy,24,0.0,0.0,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.3181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.3181818181818182
livehelperchat,1.5754075286734148,-0.8944320903762555,1,Web-injection-heavy,42,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
livezilla,1.2118933071905353,-0.44491871231001057,1,Web-injection-heavy,21,0.5714285714285714,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.23809523809523808
llamaindex,0.2656071932667411,0.7333479942859754,0,Diffuse (no dominant category),24,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.5416666666666666
lockon,1.6848583267134478,0.9533431499274453,1,Web-injection-heavy,26,0.2916666666666667,0.041666666666666664,0.0,0.0,0.041666666666666664,0.125,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664
logitech,0.2833026137642892,0.9333659643674055,0,Diffuse (no dominant category),36,0.1111111111111111,0.0,0.0,0.037037037037037035,0.0,0.0,0.1111111111111111,0.0,0.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.4074074074074074
logpoint,-0.3422862604702437,1.1928570643803753,0,Diffuse (no dominant category),23,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7391304347826086
lollms,1.0887165690646101,0.4520317381751163,1,Web-injection-heavy,68,0.14285714285714285,0.015873015873015872,0.0,0.0,0.0,0.20634920634920634,0.14285714285714285,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.3968253968253968
long range zip project,-4.740597463051916,-3.308584516562508,2,Memory-safety-heavy,23,0.0,0.0,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.3181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727
lopalopa,1.6316322547767061,-1.7627631692451933,1,Web-injection-heavy,112,0.28421052631578947,0.5789473684210527,0.0,0.0,0.0,0.0,0.031578947368421054,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.05263157894736842,0.031578947368421054,0.0,0.0
lotus,0.357622115240256,4.294115889316772,0,Diffuse (no dominant category),30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunary,0.23299216849975699,0.5585100972740809,0,Diffuse (no dominant category),69,0.08,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.72
luxion,-3.1331925791291817,-2.169881426748062,2,Memory-safety-heavy,30,0.0,0.0,0.4642857142857143,0.07142857142857142,0.0,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
m-files,0.13834406979290365,0.9576031538276807,0,Diffuse (no dominant category),58,0.22,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.02,0.6
maccms,1.3431157118040329,-0.4661565925927711,1,Web-injection-heavy,37,0.5,0.027777777777777776,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.2777777777777778
macromedia,-1.3704350935008391,0.11903295960015142,0,Diffuse (no dominant category),112,0.029411764705882353,0.0,0.0,0.6176470588235294,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.0,0.0,0.0,0.17647058823529413
macrozheng,-0.8445198757562756,1.8375045787733926,0,Diffuse (no dominant category),22,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.7727272727272727
mageia,-0.5215118325947604,1.4920507482081777,0,Diffuse (no dominant category),22,0.045454545454545456,0.0,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.5
magento,1.1357998237393185,-0.08202595136864288,1,Web-injection-heavy,224,0.37572254335260113,0.057803468208092484,0.0,0.0,0.028901734104046242,0.046242774566473986,0.06358381502890173,0.0,0.0,0.017341040462427744,0.0,0.028901734104046242,0.0,0.005780346820809248,0.011560693641618497,0.005780346820809248,0.011560693641618497,0.046242774566473986,0.0,0.017341040462427744,0.2832369942196532
magesh-k21,1.921162966531365,-1.7384269814840656,1,Web-injection-heavy,22,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
magzter,-0.9319444302961574,1.6381633372214432,0,Diffuse (no dominant category),46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mahara,0.8938793110951265,0.5633169205682385,0,Diffuse (no dominant category),109,0.37254901960784315,0.0196078431372549,0.0,0.0,0.0196078431372549,0.00980392156862745,0.06862745098039216,0.0,0.00980392156862745,0.13725490196078433,0.0,0.00980392156862745,0.0,0.08823529411764706,0.0,0.0,0.0196078431372549,0.00980392156862745,0.0,0.0,0.23529411764705882
maianscriptworld,1.85197907211358,-0.727674583553573,1,Web-injection-heavy,21,0.6190476190476191,0.19047619047619047,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0
mailenable,0.31179685002071483,0.16475728506100587,0,Diffuse (no dominant category),89,0.375,0.0,0.0,0.125,0.03571428571428571,0.05357142857142857,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.35714285714285715
malwarebytes,-1.2131962706825745,1.5327969519853737,0,Diffuse (no dominant category),29,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666
mambo,1.5112848295953196,-0.6879531661574079,1,Web-injection-heavy,107,0.06349206349206349,0.6190476190476191,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.015873015873015872,0.0,0.0,0.0,0.047619047619047616
manageengine,1.4743714600672166,0.2829514079656042,1,Web-injection-heavy,46,0.4772727272727273,0.11363636363636363,0.0,0.022727272727272728,0.022727272727272728,0.1590909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,0.0,0.045454545454545456
mandrakesoft,-0.8842365711228389,1.4696945801507757,0,Diffuse (no dominant category),139,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
mantis,1.4151125961961144,1.3585507880769851,0,Diffuse (no dominant category),43,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0
mantisbt,1.0944885183888802,0.3941978936856428,1,Web-injection-heavy,127,0.5042016806722689,0.06722689075630252,0.0,0.0,0.04201680672268908,0.01680672268907563,0.008403361344537815,0.0,0.01680672268907563,0.07563025210084033,0.0,0.008403361344537815,0.0,0.08403361344537816,0.008403361344537815,0.025210084033613446,0.025210084033613446,0.0,0.0,0.0,0.11764705882352941
