cwe_id,x,y,raw_frequency,centrality,degree,is_isolated
CWE-455,-0.2309338003396988,-0.4918833076953888,2,0.0001082768176093512,5,False
CWE-456,0.026963254436850548,-0.5666961073875427,1,2.424242196906469e-05,4,False
CWE-457,-0.015510053373873234,-0.09102044254541397,162,0.01291947856152489,8,False
CWE-459,0.04541690647602081,-0.026385243982076645,198,0.0233247874492244,7,False
CWE-460,0.18414974212646484,0.2909066379070282,11,0.0001000769930947472,5,False
CWE-462,,,1,0.0,0,True
CWE-463,-0.35012850165367126,-0.16636687517166138,2,2.701808951849735e-05,5,False
CWE-465,,,1,0.0,0,True
CWE-466,-0.15065346658229828,-0.16184544563293457,7,0.0003602355386675585,8,False
CWE-467,-0.25691458582878113,-0.4557551443576813,2,2.708630555393088e-05,5,False
CWE-468,,,4,0.0,0,True
CWE-469,,,1,0.0,0,True
CWE-470,0.08615826070308685,0.08034218847751617,81,0.001879208864078103,7,False
CWE-471,-0.1708034723997116,0.21226538717746735,14,0.0002103875896437556,5,False
CWE-472,0.19436852633953094,0.10663936287164688,118,0.0005171275460869953,5,False
CWE-473,,,1,0.0,0,True
CWE-474,0.35394206643104553,0.20245370268821716,3,0.0001118767673121994,5,False
CWE-475,-0.11722642928361893,-0.2756415605545044,5,0.0003327464716159341,6,False
CWE-476,0.008121746592223644,-0.05267108604311943,5337,0.2252251716755152,76,False
CWE-477,-0.34935474395751953,0.4200322926044464,2,4.196049312856766e-06,5,False
CWE-479,,,1,0.0,0,True
CWE-480,-0.11818749457597733,-0.35941797494888306,6,0.0001330020772606295,5,False
CWE-484,,,1,0.0,0,True
CWE-488,-0.2588518559932709,0.09231780469417572,28,0.0001069004632729027,5,False
CWE-489,-0.0758911594748497,-0.04892624914646149,44,0.001692704298859865,5,False
CWE-491,0.06633023172616959,0.46376505494117737,4,1.040132202855675e-05,5,False
CWE-494,-0.04938386008143425,0.10297814011573792,175,0.001944692958253986,7,False
CWE-495,,,1,0.0,0,True
CWE-497,-0.015528056770563126,-0.03871598839759827,334,0.02085835407430551,9,False
CWE-501,0.14776766300201416,0.056982651352882385,9,0.001225042971493942,5,False
CWE-502,0.017515264451503754,0.04160669445991516,2933,0.02280067582500168,26,False
CWE-506,-0.42846956849098206,0.10855261981487274,49,2.692182146800732e-05,5,False
CWE-507,,,1,0.0,0,True
CWE-514,0.2935611307621002,-0.48047974705696106,1,3.671355900899052e-05,5,False
CWE-520,-0.21663132309913635,0.44752588868141174,4,2.668956931656631e-05,5,False
CWE-521,0.042979832738637924,0.06443757563829422,243,0.004160233796191438,12,False
CWE-522,-0.021644705906510353,0.00901167094707489,1274,0.02275350741221484,15,False
CWE-523,-0.0639711320400238,-0.2678188383579254,16,0.0001468054902153683,5,False
CWE-524,0.017076458781957626,0.19910961389541626,44,0.0003747921342033406,6,False
CWE-525,0.07178047299385071,0.2673830986022949,21,9.941971181334219e-05,8,False
CWE-526,-0.10509570688009262,0.32163044810295105,15,3.932634695694359e-05,5,False
CWE-527,0.5709837675094604,0.03389190137386322,3,8.87223285705502e-06,5,False
CWE-530,-0.4043705463409424,0.2596699297428131,7,5.122933233994959e-06,4,False
CWE-531,0.7066954970359802,0.8586205840110779,2,5.335157408351359e-09,1,False
CWE-532,0.004590913187712431,0.04939911887049675,1132,0.01857878054752982,19,False
CWE-533,-0.33246317505836487,-0.5697413086891174,1,3.761072099886677e-06,3,False
CWE-534,0.38606569170951843,0.31929758191108704,2,1.223055969912007e-05,5,False
CWE-538,-0.09071210771799088,0.1826019585132599,57,0.0003833929071159508,5,False
CWE-539,0.20591211318969727,-0.08949112892150879,6,0.0001031477023858144,5,False
CWE-540,-0.25390613079071045,0.13370954990386963,13,4.306381607018963e-05,5,False
CWE-544,-0.2997477352619171,-0.11525014787912369,4,0.0001347441305133543,5,False
CWE-547,-0.28799548745155334,0.13637790083885193,9,0.0002425281179594858,5,False
CWE-548,-0.057208336889743805,0.17208805680274963,26,0.0002065253999956617,6,False
CWE-549,-0.8647307753562927,0.15301787853240967,9,5.841653706109087e-07,1,False
CWE-550,-0.3095172047615051,-0.32087942957878113,2,7.90577440060778e-06,5,False
CWE-551,-0.2832152545452118,0.06368494778871536,7,7.341741302171495e-05,6,False
CWE-552,-0.04403165355324745,0.07435022294521332,409,0.006272432327223489,7,False
CWE-553,0.0013923102524131536,0.9701151847839355,1,3.442017755013089e-08,1,False
CWE-555,-0.34822046756744385,0.09736839681863785,1,1.304873518511609e-05,5,False
CWE-556,0.3686569929122925,-0.08510762453079224,1,5.344866032980063e-05,5,False
CWE-557,-0.48678845167160034,-0.12724514305591583,2,1.490561086323956e-05,5,False
CWE-561,-0.12753720581531525,-0.22404183447360992,4,0.0001253896875624067,5,False
CWE-562,0.49823659658432007,-0.0831647589802742,3,6.561082418737825e-05,5,False
CWE-563,,,1,0.0,0,True
CWE-564,-0.4514767825603485,0.20926789939403534,5,2.452561755139578e-06,5,False
CWE-565,0.1050262525677681,0.06316283345222473,63,0.002035981648536807,5,False
CWE-566,-0.526398777961731,-0.11513742059469223,4,8.958228970156067e-06,4,False
CWE-567,-0.060004640370607376,0.07203169167041779,8,0.0004508132278258755,5,False
CWE-570,-0.12087716162204742,-0.2518905997276306,1,0.0001049740774378306,4,False
CWE-571,0.3482262194156647,-0.38886380195617676,1,6.827491283442212e-06,5,False
CWE-573,-0.21045441925525665,0.23021508753299713,6,0.0001187226285653667,5,False
CWE-590,0.1268651932477951,-0.1944396197795868,12,0.0006035438741769064,5,False
CWE-591,0.1304822713136673,-0.08890610933303833,11,0.001438137705781878,5,False
CWE-592,-0.20388516783714294,0.4697650671005249,3,3.404876359478594e-05,5,False
CWE-597,-0.5118007659912109,-0.6671459674835205,1,9.72714851598476e-07,1,False
CWE-598,0.0979936495423317,0.1570381075143814,58,0.0002324503990513313,6,False
CWE-599,0.3674611747264862,0.08726027607917786,10,4.92301918092492e-05,5,False
CWE-600,,,1,0.0,0,True
CWE-601,-0.021442092955112457,0.053651925176382065,1593,0.01693792597459583,17,False
CWE-602,-0.023577766492962837,0.19118422269821167,109,0.0004021217097570885,5,False
CWE-603,0.31348347663879395,0.18537361919879913,16,5.143817865011528e-05,5,False
CWE-605,,,3,0.0,0,True
CWE-606,-0.18138667941093445,-0.16101165115833282,26,0.0003190725867357658,9,False
CWE-610,-0.0684797391295433,-0.02452094852924347,208,0.004306104961985193,6,False
CWE-611,0.024818701669573784,0.047115977853536606,1273,0.01384798499737751,5,False
CWE-612,0.1410159468650818,0.5076116323471069,5,5.385786143754541e-06,5,False
CWE-613,-0.022825172170996666,0.05865822732448578,567,0.008637164132134924,18,False
CWE-614,-0.12213341146707535,0.1958397775888443,38,0.0002549910929544231,6,False
CWE-615,-0.2534509301185608,0.27268174290657043,2,1.291445242975773e-05,5,False
CWE-616,-0.047435659915208817,0.5044859051704407,7,1.14247820918578e-05,5,False
CWE-617,0.012272847816348076,-0.04989928752183914,776,0.1556857964429042,9,False
CWE-618,-0.5489707589149475,0.2710821330547333,1,9.51270695842201e-07,4,False
CWE-620,0.03705298528075218,0.1856294423341751,68,0.0002261762178311427,6,False
CWE-622,,,2,0.0,0,True
CWE-623,,,1,0.0,0,True
CWE-624,-0.5213159322738647,-0.49543601274490356,2,8.585436565502104e-07,3,False
CWE-625,0.27133142948150635,0.26048076152801514,7,7.78795564948233e-05,5,False
CWE-626,-0.37588539719581604,-0.33891579508781433,1,3.527904780392767e-05,5,False
CWE-627,0.9999999403953552,0.2870604395866394,3,1.252811205982774e-08,1,False
CWE-628,,,1,0.0,0,True
CWE-636,0.2312115877866745,0.09925277531147003,34,0.0002132683565250808,5,False
CWE-639,-0.031670719385147095,0.08635267615318298,2287,0.006233019890766743,16,False
CWE-640,-0.07143974304199219,-0.007103894837200642,274,0.001959872736284079,6,False
CWE-641,0.11518284678459167,-0.14681081473827362,8,0.001546181567965862,6,False
CWE-642,0.19030387699604034,0.49062836170196533,10,2.778274188390562e-06,5,False
CWE-643,-0.10560043901205063,-0.062415752559900284,9,0.000748563295776279,5,False
CWE-644,0.07799530774354935,0.22089846432209015,41,0.0001030457903769732,6,False
CWE-645,-0.008687413297593594,0.40730151534080505,5,3.227658090444506e-05,5,False
CWE-646,0.41067227721214294,-0.31414172053337097,4,5.563902259747137e-05,5,False
CWE-647,0.4954056441783905,0.24247898161411285,11,2.377146314512749e-05,5,False
